,classname,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy,
994,org::eclipse::mylyn::internal::wikitext::ui::util::ImageCache , 0 , 0 , 0 , 0 , 0 , 
995,org::eclipse::mylyn::internal::trac::ui::wizard::TracRepositorySettingsPage , 22.2761 , 0.229488 , 0.220118 , 9.71468 , 0.390028 , 
996,org::eclipse::mylyn::internal::monitor::core::collection::InteractionEventSummary , 3.95974 , 0.00147603 , 0.143127 , 9.15318 , 0.183381 , 
997,org::eclipse::mylyn::internal::tasks::ui::editors::SingleSelectionAttributeEditor , 8.99655 , 0.0117338 , 0.239006 , 9.46331 , 0.517339 , 
998,org::eclipse::mylyn::internal::wikitext::mediawiki::core::block::ListBlock , 1.49003 , 0.00852372 , 0.0435179 , 0.121386 , 0.116244 , 
999,org::eclipse::mylyn::internal::team::ui::FocusedTeamExtensionPointReader , 9.76667 , 0.008669 , 0.191027 , 9.38507 , 0.366875 , 
1000,org::eclipse::mylyn::internal::commons::net::PollingSslProtocolSocketFactory , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
1001,org::eclipse::mylyn::internal::bugzilla::ui::wizard::NewBugzillaTaskWizard , 18.4529 , 0.0617338 , 0.21225 , 9.61644 , 0.386049 , 
1002,org::eclipse::mylyn::internal::bugzilla::core::history::BugzillaTaskHistoryParser , 11.1987 , 0.061474 , 0.183279 , 9.40008 , 0.313613 , 
1003,org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteWorklog , 3.13741 , 0.0017909 , 0.14525 , 9.14037 , 0.20589 , 
1004,org::eclipse::mylyn::internal::tasks::ui::PersonProposalLabelProvider , 6.03561 , 0.0121625 , 0.149057 , 9.21154 , 0.190373 , 
1005,org::eclipse::mylyn::internal::tasks::ui::TaskSearchPage , 24.0455 , 0.221929 , 0.275981 , 9.87622 , 0.565123 , 
1006,org::eclipse::mylyn::internal::trac::wiki::TracWikiPageHistoryPage , 4.66839 , 0.00170837 , 0.163296 , 9.21193 , 0.278205 , 
1007,org::eclipse::mylyn::internal::monitor::usage::preferences::UsageDataPreferencePage , 7.45522 , 0.0389009 , 0.152607 , 9.25002 , 0.193255 , 
1008,org::eclipse::mylyn::examples::monitor::study::FeedbackWizard , 13.7574 , 0.0104455 , 0.207078 , 9.50656 , 0.406136 , 
1009,org::eclipse::mylyn::internal::jira::core::model::JiraStatus , 4.56874 , 0.00303055 , 0.168925 , 9.22022 , 0.298986 , 
1010,org::eclipse::mylyn::internal::wikitext::ui::util::css::Stylesheet , 0 , 0 , 0 , 0 , 0 , 
1011,org::eclipse::mylyn::internal::wikitext::confluence::core::block::TextBoxBlock , 1.49003 , 0.0127856 , 0.0435179 , 0.121386 , 0.116244 , 
1012,org::eclipse::mylyn::internal::bugzilla::ui::search::BugzillaSearchPage , 38.7367 , 1.90771 , 0.273191 , 10.1836 , 0.512123 , 
1013,org::eclipse::mylyn::internal::context::ui::actions::OpenPrefsAction , 3.95974 , 0.00118276 , 0.143127 , 9.15318 , 0.183381 , 
1014,org::eclipse::mylyn::internal::tasks::ui::actions::SynchronizeEditorAction , 13.2646 , 0.0395013 , 0.209047 , 9.50082 , 0.421337 , 
1015,org::eclipse::mylyn::internal::java::ui::junit::TaskContextJUnitLaunchConfiguration , 4.46389 , 0.00254676 , 0.14921 , 9.17814 , 0.211039 , 
1016,org::eclipse::mylyn::zest::layouts::exampleUses::SimpleSwingExample , 11.186 , 1.1509 , 0.0224457 , 0.284212 , 0.0150746 , 
1017,org::eclipse::mylyn::internal::sandbox::ui::planner::InProgressTaskCollector , 4.17741 , 0.0019838 , 0.160399 , 9.19476 , 0.270741 , 
1018,org::eclipse::mylyn::internal::tasks::ui::commands::TaskRepositoryParameterValues , 6.86517 , 0.00258314 , 0.169033 , 9.27338 , 0.287693 , 
1019,org::eclipse::mylyn::internal::java::ui::search::JUnitReferencesProvider , 4.46389 , 0.00147678 , 0.14921 , 9.17814 , 0.211039 , 
1020,org::eclipse::mylyn::context::ui::InterestFilter , 23.4001 , 0.0932042 , 0.235162 , 9.77762 , 0.453967 , 
1021,org::eclipse::mylyn::internal::tasks::ui::editors::CommentGroupStrategy , 0 , 0 , 0 , 0 , 0 , 
1022,org::eclipse::mylyn::wikitext::core::parser::builder::Messages , 0 , 0 , 0 , 0 , 0 , 
1023,org::eclipse::mylyn::internal::sandbox::ui::SandboxUiPlugin , 11.0557 , 0.0310359 , 0.191568 , 9.4164 , 0.359764 , 
1024,org::eclipse::mylyn::internal::sandbox::ui::planner::ReminderCellEditor , 3.33514 , 0.00196555 , 0.150616 , 9.15563 , 0.230868 , 
1025,org::eclipse::mylyn::internal::java::ui::search::AbstractJavaRelationProvider , 11.8529 , 0.0134046 , 0.206022 , 9.46352 , 0.421934 , 
1026,org::eclipse::mylyn::internal::jira::core::wsdl::soap::JirasoapserviceV2SoapBindingStub , 5.94514 , 0.857933 , 0.153982 , 9.22122 , 0.218565 , 
1027,org::eclipse::mylyn::monitor::core::InteractionEvent , 11.215 , 0.0768293 , 0.180021 , 9.39468 , 0.29616 , 
1028,org::eclipse::mylyn::internal::tasks::ui::dialogs::UiLegendDialog , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
1029,org::eclipse::mylyn::internal::tasks::ui::TaskTrimWidget , 13.2514 , 0.040041 , 0.208662 , 9.50018 , 0.417653 , 
1030,org::eclipse::mylyn::internal::provisional::commons::ui::AdaptiveRefreshPolicy , 3.39209 , 0.00108068 , 0.151673 , 9.15904 , 0.235454 , 
1031,org::eclipse::mylyn::internal::tasks::ui::wizards::NewRepositoryWizard , 15.6746 , 0.0256262 , 0.219913 , 9.57045 , 0.441216 , 
1032,org::eclipse::mylyn::internal::tasks::ui::views::TaskListInterestSorter , 4.15475 , 0.00732959 , 0.162734 , 9.19857 , 0.279504 , 
1033,org::xplanner::soap::ProjectData , 6.45512 , 0.0232189 , 0.0300186 , 0.209384 , 0.084371 , 
1034,org::eclipse::mylyn::tasks::ui::TaskRepositoryLocationUiFactory , 4.10346 , 0.00126493 , 0.157601 , 9.18766 , 0.259133 , 
1035,org::eclipse::mylyn::zest::layouts::LayoutIterationEvent , 1.45219 , 1.35718e-4 , 0.00420507 , 0.0409958 , 0.00508017 , 
1036,org::eclipse::mylyn::wikitext::mediawiki::core::MediaWikiLanguage , 2.38141 , 0.0129326 , 0.132656 , 9.07779 , 0.205382 , 
1037,org::eclipse::mylyn::jira::tests::util::MockJiraClientFactory , 1.84703 , 0.00132824 , 0.136921 , 9.09329 , 0.175609 , 
1038,org::eclipse::mylyn::internal::wikitext::ui::util::css::Block , 0 , 0 , 0 , 0 , 0 , 
1039,org::eclipse::mylyn::internal::provisional::commons::soap::AxisHttpFault , 0 , 0 , 0 , 0 , 0 , 
1040,org::eclipse::mylyn::zest::tests::swt::GraphSnippet3 , 0 , 0 , 0 , 0 , 0 , 
1041,org::eclipse::mylyn::internal::tasks::ui::actions::CopyCommentDetailsAction , 0 , 0 , 0 , 0 , 0 , 
1042,org::eclipse::mylyn::internal::trac::core::client::TracClientData , 1.84703 , 0.00132824 , 0.136921 , 9.09329 , 0.175609 , 
1043,org::eclipse::mylyn::internal::context::ui::editors::ContextPageFactory , 5.63443 , 0.00198072 , 0.175647 , 9.25922 , 0.331448 , 
1044,org::eclipse::mylyn::internal::jira::ui::editor::WorkLogPart , 0 , 0 , 0 , 0 , 0 , 
1045,org::eclipse::mylyn::internal::bugzilla::core::BugzillaException , 0 , 0 , 0 , 0 , 0 , 
1046,org::eclipse::mylyn::internal::tasks::core::TaskTask , 3.4091 , 0.0013986 , 0.153414 , 9.16273 , 0.242476 , 
1047,org::eclipse::mylyn::internal::pde::ui::XmlJavaRelationProvider , 11.2297 , 0.0270237 , 0.204074 , 9.44554 , 0.419127 , 
1048,org::eclipse::mylyn::internal::context::ui::ActiveViewSelectionDragAdapter , 7.98467 , 0.00652745 , 0.156875 , 9.26997 , 0.215638 , 
1049,org::eclipse::mylyn::internal::java::ui::actions::ShowFilteredChildrenAction , 4.76607 , 0.00904685 , 0.158954 , 9.20515 , 0.255427 , 
1050,org::eclipse::mylyn::internal::context::ui::ContextUiPlugin , 8.4865 , 0.0216728 , 0.234097 , 9.44205 , 0.505447 , 
1051,org::eclipse::mylyn::internal::wikitext::ui::editor::assist::AnchorCompletionProcessor , 0 , 0 , 0 , 0 , 0 , 
1052,org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteStatus , 5.94514 , 0.00780987 , 0.153982 , 9.22122 , 0.218565 , 
1053,org::eclipse::mylyn::internal::ide::ui::actions::FocusResourceNavigatorAction , 7.78312 , 0.0162475 , 0.17331 , 9.30245 , 0.293948 , 
1054,org::eclipse::mylyn::internal::tasks::ui::views::WorkweekProgressBar , 8.74495 , 0.00639466 , 0.172509 , 9.32359 , 0.284664 , 
1055,org::eclipse::mylyn::wikitext::core::parser::util::MatcherAdaper , 1.49003 , 0.00102285 , 0.0435179 , 0.121386 , 0.116244 , 
1056,org::eclipse::mylyn::tasks::core::data::TaskAttributeMetaData , 4.83045 , 0.00438265 , 0.172387 , 9.23327 , 0.316587 , 
1057,org::eclipse::mylyn::internal::context::core::AbstractRelationProvider , 4.92306 , 0.0033564 , 0.169719 , 9.2306 , 0.307768 , 
1058,org::eclipse::mylyn::internal::wikitext::core::parser::builder::NoSplittingStrategy , 0 , 0 , 0 , 0 , 0 , 
1059,org::eclipse::mylyn::wikitext::core::parser::markup::AbstractMarkupLanguage , 0 , 0 , 0 , 0 , 0 , 
1060,org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::CssBlockScanner , 0 , 0 , 0 , 0 , 0 , 
1061,org::eclipse::mylyn::internal::sandbox::ui::editors::ExtensibleBugzillaTaskEditorPage , 5.27238 , 0.0891825 , 0.209691 , 9.31711 , 0.400416 , 
1062,org::eclipse::mylyn::internal::java::ui::actions::FocusDebugViewAction , 5.37295 , 0.0399086 , 0.146101 , 9.18978 , 0.184732 , 
1063,org::eclipse::mylyn::internal::jira::core::wsdl::beans::AbstractRemoteEntity , 5.94514 , 0.00947377 , 0.153982 , 9.22122 , 0.218565 , 
1064,org::eclipse::mylyn::internal::bugzilla::ui::actions::AbstractOfflineReportsAction , 0 , 0 , 0 , 0 , 0 , 
1065,org::eclipse::mylyn::internal::monitor::usage::wizards::UsageSummaryEditorWizardPage , 10.8599 , 0.00745167 , 0.180517 , 9.38469 , 0.297294 , 
1066,org::eclipse::mylyn::tasks::ui::editors::TaskEditorInput , 15.7237 , 0.0585188 , 0.21529 , 9.56692 , 0.424758 , 
1067,org::eclipse::mylyn::internal::commons::soap::SoapRequest , 0 , 0 , 0 , 0 , 0 , 
1068,org::eclipse::mylyn::internal::jira::core::model::filter::PriorityFilter , 4.58293 , 0.00246695 , 0.145075 , 9.17116 , 0.186189 , 
1069,org::eclipse::mylyn::commons::net::WebUtil , 0 , 0 , 0 , 0 , 0 , 
1070,org::xplanner::soap::PersonData , 6.45512 , 0.0378619 , 0.0300186 , 0.209384 , 0.084371 , 
1071,org::eclipse::mylyn::internal::wikitext::core::WikiTextPlugin , 0 , 0 , 0 , 0 , 0 , 
1072,org::eclipse::mylyn::internal::wikitext::core::parser::builder::SplittingHtmlDocumentBuilder , 1.49003 , 0.0196046 , 0.0435179 , 0.121386 , 0.116244 , 
1073,org::eclipse::mylyn::internal::sandbox::ui::actions::ShowQualifiedNamesAction , 3.24474 , 0.00115886 , 0.148128 , 9.14866 , 0.21996 , 
1074,org::eclipse::mylyn::monitor::ui::AbstractEditorTracker , 3.17351 , 0.00132833 , 0.140881 , 9.13106 , 0.180758 , 
1075,org::eclipse::mylyn::internal::wikitext::textile::core::block::CodeBlock , 1.49003 , 0.00306854 , 0.0435179 , 0.121386 , 0.116244 , 
1076,org::eclipse::mylyn::internal::team::ui::ContextChangeSetDecorator , 9.69489 , 0.00788441 , 0.17909 , 9.35353 , 0.308979 , 
1077,org::eclipse::mylyn::internal::xplanner::ui::wizard::XPlannerQueryWizardUtils , 0 , 0 , 0 , 0 , 0 , 
1078,org::eclipse::mylyn::zest::layouts::exampleStructures::SimpleGraph , 2.56087 , 0.0163814 , 0.0056572 , 0.0665684 , 0.00513944 , 
1079,org::eclipse::mylyn::internal::jira::core::JiraCorePlugin , 17.2963 , 0.0445103 , 0.225322 , 9.62421 , 0.455087 , 
1080,org::eclipse::mylyn::tasks::tests::connector::MockRepositoryQuery , 9.76545 , 0.00747416 , 0.17828 , 9.35639 , 0.306718 , 
1081,org::eclipse::mylyn::internal::monitor::usage::MonitorPreferenceConstants , 4.58293 , 0.0026634 , 0.145075 , 9.17116 , 0.186189 , 
1082,org::eclipse::mylyn::internal::bugzilla::core::RepositoryConfigurationFactory , 11.8437 , 0.0387935 , 0.157718 , 9.35063 , 0.187759 , 
1083,org::eclipse::mylyn::wikitext::core::parser::MarkupParser , 1.49003 , 0.00375044 , 0.0435179 , 0.121386 , 0.116244 , 
1084,org::eclipse::mylyn::internal::java::ui::search::JavaWriteAccessProvider , 3.17351 , 0.00112128 , 0.140881 , 9.13106 , 0.180758 , 
1085,org::eclipse::mylyn::internal::bugzilla::ui::tasklist::BugzillaRepositorySettingsPage , 35.5302 , 0.848744 , 0.256114 , 10.0764 , 0.451404 , 
1086,org::eclipse::mylyn::bugzilla::deprecated::BugzillaAttributeFactory , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
1087,org::eclipse::mylyn::zest::layouts::exampleStructures::SimpleNode , 5.42237 , 0.0725384 , 0.0106341 , 0.137188 , 0.00615056 , 
1088,org::eclipse::mylyn::tasks::core::data::TaskAttachmentModel , 4.10346 , 0.00367514 , 0.157601 , 9.18766 , 0.259133 , 
1089,org::eclipse::mylyn::internal::tasks::core::Person , 5.37749 , 0.00271517 , 0.162527 , 9.22708 , 0.270637 , 
1090,org::eclipse::mylyn::internal::pde::ui::PdeUiBridgePlugin , 11.6064 , 0.0232238 , 0.19721 , 9.44053 , 0.381849 , 
1091,org::eclipse::mylyn::internal::context::core::DegreeOfSeparation , 6.78109 , 0.00181381 , 0.169503 , 9.27181 , 0.285978 , 
1092,org::eclipse::mylyn::internal::tasks::ui::actions::ShowTaskRepositoriesViewAction , 6.00254 , 0.00601353 , 0.148624 , 9.20964 , 0.189072 , 
1093,org::eclipse::mylyn::internal::jira::ui::wizards::NewJiraTaskWizard , 17.7431 , 0.0479373 , 0.209607 , 9.59783 , 0.382336 , 
1094,org::eclipse::mylyn::internal::jira::core::model::filter::FilterDefinition , 6.12798 , 0.00571458 , 0.159827 , 9.2369 , 0.246034 , 
1095,org::eclipse::mylyn::internal::web::ui::WebPage , 4.46389 , 0.00154232 , 0.14921 , 9.17814 , 0.211039 , 
1096,org::eclipse::mylyn::internal::tasks::bugs::PluginRepositoryMapping , 1.84703 , 0.00493347 , 0.136921 , 9.09329 , 0.175609 , 
1097,org::eclipse::mylyn::internal::web::tasks::WebTaskEditorPageFactory , 3.37801 , 0.00148787 , 0.154967 , 9.16485 , 0.247924 , 
1098,org::eclipse::mylyn::ide::ui::AbstractMarkerInterestFilter , 3.36942 , 0.00508533 , 0.154009 , 9.16285 , 0.244217 , 
1099,org::eclipse::mylyn::internal::wikitext::tasks::ui::editor::TextileMarkupTaskEditorExtension , 0 , 0 , 0 , 0 , 0 , 
1100,org::eclipse::mylyn::internal::jira::ui::editor::Messages , 0 , 0 , 0 , 0 , 0 , 
1101,org::eclipse::mylyn::internal::tasks::core::RepositoryTemplateManager , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
1102,org::eclipse::mylyn::internal::monitor::core::collection::Messages , 0 , 0 , 0 , 0 , 0 , 
1103,org::eclipse::mylyn::internal::team::ui::AbstractCommitWorkflowProvider , 5.35876 , 0.00329558 , 0.159322 , 9.21849 , 0.250432 , 
1104,org::eclipse::mylyn::internal::sandbox::ui::SharedDataDirectoryManager , 8.85888 , 0.00467862 , 0.174928 , 9.33149 , 0.297368 , 
1105,org::eclipse::mylyn::internal::tasks::ui::deprecated::AbstractRepositoryTaskEditorInput , 4.81344 , 0.00357628 , 0.170646 , 9.22957 , 0.309565 , 
1106,org::eclipse::mylyn::internal::tasks::core::DayDateRange , 0.891381 , 0.0123486 , 0.0891381 , 8.95641 , 0.0891381 , 
1107,org::eclipse::mylyn::internal::sandbox::ui::SandboxUiPreferencePage , 8.9439 , 0.0178025 , 0.181834 , 9.34787 , 0.333022 , 
1108,org::eclipse::mylyn::internal::tasks::ui::properties::ProjectTaskRepositoryPage , 8.75899 , 0.00514939 , 0.177961 , 9.33613 , 0.315416 , 
1109,org::eclipse::mylyn::internal::tasks::bugs::Messages , 0 , 0 , 0 , 0 , 0 , 
1110,org::eclipse::mylyn::tasklist::tests::People , 0 , 0 , 0 , 0 , 0 , 
1111,org::eclipse::mylyn::internal::hypertext::ui::editors::WebElementsEditorInput , 2.46881 , 0.0134714 , 0.00356384 , 0.0582503 , 2.68743e-4 , 
1112,org::eclipse::mylyn::commons::net::HtmlStreamTokenizer , 0 , 0 , 0 , 0 , 0 , 
1113,org::eclipse::mylyn::zest::tests::swt::PaintSnippet , 0 , 0 , 0 , 0 , 0 , 
1114,org::eclipse::mylyn::internal::trac::core::util::Messages , 0 , 0 , 0 , 0 , 0 , 
1115,org::eclipse::mylyn::internal::trac::core::model::TracSearchFilter , 7.34305 , 0.00369872 , 0.156435 , 9.25609 , 0.217744 , 
1116,org::eclipse::mylyn::internal::wikitext::ui::editor::assist::MultiplexingContentAssistProcessor , 2.38141 , 0.00662503 , 0.132656 , 9.07779 , 0.205382 , 
1117,org::eclipse::mylyn::internal::tasks::ui::wizards::MultiRepositoryAwareWizard , 12.8752 , 0.0102677 , 0.179406 , 9.4245 , 0.281127 , 
1118,org::eclipse::mylyn::internal::tasks::ui::views::TableDecoratingLabelProvider , 10.4346 , 0.00887575 , 0.18385 , 9.38185 , 0.326537 , 
1119,org::eclipse::mylyn::wikitext::textile::core::Main , 1.49003 , 0.00136379 , 0.0435179 , 0.121386 , 0.116244 , 
1120,org::eclipse::mylyn::internal::trac::core::client::TracException , 1.84703 , 0.00132824 , 0.136921 , 9.09329 , 0.175609 , 
1121,org::eclipse::mylyn::internal::context::ui::editors::Messages , 0 , 0 , 0 , 0 , 0 , 
1122,org::eclipse::mylyn::internal::wikitext::confluence::core::block::QuoteBlock , 1.49003 , 0.00170474 , 0.0435179 , 0.121386 , 0.116244 , 
1123,org::eclipse::mylyn::internal::tasks::ui::actions::GoUpAction , 6.87219 , 0.00367822 , 0.159667 , 9.25279 , 0.238374 , 
1124,org::eclipse::mylyn::internal::jira::core::model::filter::IssueTypeFilter , 4.58293 , 0.00246695 , 0.145075 , 9.17116 , 0.186189 , 
1125,org::eclipse::mylyn::internal::trac::core::model::TracPriority , 3.25645 , 0.00169356 , 0.141114 , 9.13338 , 0.18104 , 
1126,org::eclipse::mylyn::internal::tasks::ui::actions::OpenTaskAction , 15.882 , 0.0188977 , 0.196045 , 9.528 , 0.332469 , 
1127,org::eclipse::mylyn::internal::provisional::commons::ui::ScreenshotCreationPage , 4.88878 , 0.00282597 , 0.166327 , 9.22338 , 0.29442 , 
1128,org::eclipse::mylyn::internal::provisional::commons::ui::SubstringPatternFilter , 1.84703 , 0.00113849 , 0.136921 , 9.09329 , 0.175609 , 
1129,org::eclipse::mylyn::internal::context::core::SaxContextWriter , 16.189 , 0.0996957 , 0.219487 , 9.58758 , 0.444705 , 
1130,org::eclipse::mylyn::internal::bugzilla::ui::search::SaveQueryDialog , 0 , 0 , 0 , 0 , 0 , 
1131,org::eclipse::mylyn::internal::context::ui::views::QuickOutlinePatternAndInterestFilter , 7.29292 , 0.0138083 , 0.156954 , 9.25671 , 0.219353 , 
1132,org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::RevisionLogReplacementToken , 0 , 0 , 0 , 0 , 0 , 
1133,org::eclipse::mylyn::internal::ide::ant::AntUiBridgePlugin , 9.24645 , 0.0158142 , 0.178298 , 9.34832 , 0.311521 , 
1134,org::eclipse::mylyn::internal::tasks::ui::TaskListModifyOperation , 4.10346 , 0.00178967 , 0.157601 , 9.18766 , 0.259133 , 
1135,org::eclipse::mylyn::internal::tasks::ui::deprecated::AbstractNewRepositoryTaskEditor , 5.59876 , 0.00538118 , 0.179372 , 9.2653 , 0.344852 , 
1136,org::eclipse::mylyn::internal::wikitext::confluence::core::block::TableOfContentsBlock , 3.33706 , 0.00411066 , 0.180438 , 9.21468 , 0.291852 , 
1137,org::eclipse::mylyn::internal::jira::core::service::JiraRedirectException , 0 , 0 , 0 , 0 , 0 , 
1138,org::eclipse::mylyn::internal::java::ui::ActiveFoldingEditorTracker , 4.46389 , 0.001884 , 0.14921 , 9.17814 , 0.211039 , 
1139,org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorRichTextPart , 6.71473 , 0.139041 , 0.195365 , 9.32269 , 0.40025 , 
1140,org::eclipse::mylyn::internal::web::ui::WebNavigatorLabelProvider , 3.95974 , 0.00382803 , 0.143127 , 9.15318 , 0.183381 , 
1141,org::eclipse::mylyn::internal::tasks::bugs::DefaultTaskContributor , 4.15475 , 0.0184911 , 0.162734 , 9.19857 , 0.279504 , 
1142,org::eclipse::mylyn::internal::ide::ui::actions::FocusTaskMarkersViewAction , 11.1478 , 0.0499573 , 0.195805 , 9.42658 , 0.374714 , 
1143,org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteAttachment , 3.13741 , 0.0017909 , 0.14525 , 9.14037 , 0.20589 , 
1144,org::eclipse::mylyn::internal::commons::net::CommonsNetPlugin , 0 , 0 , 0 , 0 , 0 , 
1145,org::eclipse::mylyn::internal::jira::core::model::filter::ProjectFilter , 4.58293 , 0.00253858 , 0.145075 , 9.17116 , 0.186189 , 
1146,org::eclipse::mylyn::internal::tasks::ui::editors::TaskSpellingReconcileStrategy , 12.9528 , 0.00663032 , 0.197598 , 9.4646 , 0.361725 , 
1147,org::eclipse::mylyn::internal::tasks::ui::actions::NextTaskDropDownAction , 0 , 0 , 0 , 0 , 0 , 
1148,org::eclipse::mylyn::internal::team::ui::FocusedTeamUiPlugin , 9.76667 , 0.00842081 , 0.191027 , 9.38507 , 0.366875 , 
1149,org::eclipse::mylyn::internal::monitor::ui::MenuCommandMonitor , 8.75899 , 0.00563705 , 0.177961 , 9.33613 , 0.315416 , 
1150,org::eclipse::mylyn::internal::tasks::core::data::TaskDataStore , 7.12446 , 0.00700977 , 0.219165 , 9.3806 , 0.447691 , 
1151,org::eclipse::mylyn::internal::sandbox::ui::planner::OpenTaskEditorAction , 4.17741 , 0.00176288 , 0.160399 , 9.19476 , 0.270741 , 
1152,org::eclipse::mylyn::internal::tasks::ui::actions::OpenTaskListElementAction , 12.5589 , 0.011285 , 0.190259 , 9.44211 , 0.337733 , 
1153,org::eclipse::mylyn::internal::tasks::ui::MoveToCategoryMenuContributor , 18.5444 , 0.0754371 , 0.217645 , 9.63176 , 0.413021 , 
1154,org::eclipse::mylyn::internal::tasks::ui::editors::AbstractHyperlinkTextPresentationManager , 0 , 0 , 0 , 0 , 0 , 
1155,org::eclipse::mylyn::resources::ui::FocusCommonNavigatorAction , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
1156,org::eclipse::mylyn::internal::wikitext::core::parser::builder::SplitOutlineItem , 1.49003 , 0.00409138 , 0.0435179 , 0.121386 , 0.116244 , 
1157,org::eclipse::mylyn::internal::monitor::usage::wizards::UsageSubmissionWizard , 13.8586 , 0.0525557 , 0.202119 , 9.49844 , 0.378357 , 
1158,org::eclipse::mylyn::internal::tasks::ui::search::SearchResultsLabelProvider , 5.39384 , 0.0031485 , 0.16593 , 9.23473 , 0.289415 , 
1159,org::eclipse::mylyn::internal::tasks::ui::deprecated::NewTaskEditorInput , 3.26838 , 0.00253685 , 0.155894 , 9.16383 , 0.24972 , 
1160,org::eclipse::mylyn::internal::wikitext::mediawiki::core::token::ImageReplacementToken , 1.49003 , 0.00136379 , 0.0435179 , 0.121386 , 0.116244 , 
1161,org::eclipse::mylyn::internal::bugzilla::ui::search::BugzillaSearchHit , 0 , 0 , 0 , 0 , 0 , 
1162,org::eclipse::mylyn::bugzilla::deprecated::NewBugzillaTaskEditor , 1.84703 , 0.00113849 , 0.136921 , 9.09329 , 0.175609 , 
1163,org::eclipse::mylyn::zest::tests::swt::GraphSnippet2 , 0 , 0 , 0 , 0 , 0 , 
1164,org::eclipse::mylyn::internal::jira::core::JiraRepositoryConnector , 4.64726 , 0.111674 , 0.0101012 , 0.121355 , 0.00522001 , 
1165,org::eclipse::mylyn::internal::sandbox::misc::PassiveTimer , 0 , 0 , 0 , 0 , 0 , 
1166,org::eclipse::mylyn::internal::wikitext::ui::editor::syntax::Block , 2.38141 , 0.0037035 , 0.132656 , 9.07779 , 0.205382 , 
1167,org::eclipse::mylyn::tasks::core::data::TaskAttachmentPartSource , 0 , 0 , 0 , 0 , 0 , 
1168,org::eclipse::mylyn::zest::core::viewers::internal::GraphModelEntityRelationshipFactory , 2.91015 , 0.00362493 , 0.00780593 , 0.0803861 , 0.00789221 , 
1169,org::eclipse::mylyn::internal::wikitext::core::util::Messages , 0 , 0 , 0 , 0 , 0 , 
1170,org::eclipse::mylyn::internal::bugzilla::core::history::StatusEvent , 7.66451 , 0.00994613 , 0.163151 , 9.27709 , 0.247201 , 
1171,org::eclipse::mylyn::tasks::core::data::TaskOperation , 6.31013 , 0.0187982 , 0.1853 , 9.29392 , 0.368531 , 
1172,org::eclipse::mylyn::internal::sandbox::ui::highlighters::Highlighter , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
1173,org::eclipse::mylyn::internal::bugzilla::core::Messages , 0 , 0 , 0 , 0 , 0 , 
1174,org::eclipse::mylyn::internal::xplanner::core::XPlannerCorePlugin , 0 , 0 , 0 , 0 , 0 , 
1175,org::eclipse::mylyn::internal::ide::ant::AntUiBridge , 10.3881 , 0.0197925 , 0.187451 , 9.39275 , 0.345668 , 
1176,org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::CssPartitioner , 0 , 0 , 0 , 0 , 0 , 
1177,org::eclipse::mylyn::internal::sandbox::ui::editors::ExtensibleTaskEditorNewCommentPart , 4.341 , 0.0155162 , 0.184741 , 9.2446 , 0.336165 , 
1178,org::eclipse::mylyn::internal::bugzilla::ui::BugzillaTaskHyperlinkDetector , 10.7968 , 0.0458364 , 0.0222629 , 0.277237 , 0.0127294 , 
1179,org::eclipse::mylyn::internal::wikitext::core::validation::ValidationRules , 1.49003 , 0.00187522 , 0.0435179 , 0.121386 , 0.116244 , 
1180,org::eclipse::mylyn::internal::bugzilla::ui::search::BugzillaStateSearchSorter , 5.5048 , 0.00223878 , 0.157879 , 9.21892 , 0.243226 , 
1181,org::eclipse::mylyn::internal::java::ui::editor::FocusedJavaAllProposalComputer , 0 , 0 , 0 , 0 , 0 , 
1182,org::eclipse::mylyn::wikitext::core::parser::builder::NoOpDocumentBuilder , 0 , 0 , 0 , 0 , 0 , 
1183,org::eclipse::mylyn::internal::wikitext::tasks::ui::editor::TracWikiMarkupTaskEditorExtension , 0 , 0 , 0 , 0 , 0 , 
1184,org::eclipse::mylyn::internal::tasks::ui::commands::GoToUnreadTaskHandler , 4.92306 , 0.00110114 , 0.169719 , 9.2306 , 0.307768 , 
1185,org::eclipse::mylyn::internal::jira::core::service::web::rss::JiraRssHandler , 4.89334 , 0.014103 , 0.177005 , 9.24327 , 0.323985 , 
1186,org::eclipse::mylyn::internal::wikitext::ui::viewer::CssStyleManager , 3.33706 , 0.0668939 , 0.180438 , 9.21468 , 0.291852 , 
