,classname,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,
210,org::eclipse::jdt::internal::compiler::lookup::SignatureWrapper , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
211,org::eclipse::jdt::internal::compiler::DefaultErrorHandlingPolicies , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
212,org::eclipse::jdt::internal::core::search::BasicSearchEngine , 9 , 0 , 2 , 7 , 108 , 0 , 0 , 0 , 398.0 , 6.0 , 1 , 0 , 3 , 0.0 , 3 , 104.0 , 94.0 , 1 , 0 , 1 , 0 , 0 , 
213,org::eclipse::jdt::internal::compiler::batch::FileFinder , 2 , 0 , 0 , 2 , 2 , 0 , 3 , 0 , 6.0 , 1.0 , 1 , 1 , 1 , 2.0 , 2 , 3.0 , 4.0 , 0 , 0 , 0 , 0 , 0 , 
214,org::eclipse::jdt::internal::formatter::comment::MultiCommentRegion , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 24 , 1.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
215,org::eclipse::jdt::internal::eval::CodeSnippetCompiler , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 3.0 , 0.0 , 9 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
216,org::eclipse::jdt::core::dom::Message , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
217,org::eclipse::jdt::internal::compiler::ast::SingleNameReference , 7 , 2 , 3 , 4 , 39 , 0 , 0 , 166 , 214.0 , 2.0 , 5 , 0 , 0 , 0.0 , 2 , 65.0 , 75.0 , 6 , 0 , 1 , 0 , 0 , 
218,org::eclipse::jdt::internal::core::Openable , 15 , 0 , 13 , 3 , 99 , 0 , 0 , 2 , 93.0 , 3.0 , 14 , 0 , 0 , 0.0 , 2 , 41.0 , 23.0 , 0 , 0 , 0 , 0 , 0 , 
219,org::eclipse::jdt::internal::compiler::lookup::ProblemMethodBinding , 2 , 2 , 2 , 0 , 0 , 0 , 0 , 246 , 0.0 , 0.0 , 13 , 0 , 0 , 0.0 , 0 , 0.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
220,org::eclipse::jdt::internal::codeassist::impl::AssistInitializer , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
221,org::eclipse::jdt::internal::formatter::comment::SingleCommentLine , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
222,org::eclipse::jdt::internal::compiler::codegen::DoubleCache , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 8.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 1.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
223,org::eclipse::jdt::internal::core::util::LRUCache , 7 , 0 , 6 , 1 , 112 , 0 , 0 , 0 , 31.0 , 5.0 , 2 , 0 , 0 , 0.0 , 4 , 18.0 , 7.0 , 0 , 0 , 0 , 0 , 0 , 
224,org::eclipse::jdt::internal::core::search::matching::DeclarationOfReferencedTypesPattern , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 13 , 0.0 , 0.0 , 15 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0 , 0 , 
225,org::eclipse::jdt::internal::compiler::util::SimpleLookupTable , 7 , 0 , 7 , 0 , 10 , 0 , 0 , 0 , 10.0 , 1.0 , 2 , 0 , 0 , 0.0 , 1 , 3.0 , 5.0 , 0 , 0 , 0 , 0 , 0 , 
226,org::eclipse::jdt::internal::compiler::lookup::ProblemReferenceBinding , 24 , 2 , 20 , 4 , 18 , 0 , 1 , 406 , 39.0 , 4.0 , 40 , 2 , 0 , 3.0 , 4 , 19.0 , 10.0 , 0 , 0 , 0 , 0 , 0 , 
227,org::eclipse::jdt::internal::core::NamedMember , 9 , 0 , 4 , 5 , 17 , 0 , 0 , 3 , 88.0 , 2.0 , 24 , 0 , 0 , 0.0 , 1 , 40.0 , 11.0 , 0 , 0 , 0 , 0 , 0 , 
228,org::eclipse::jdt::internal::core::JarPackageFragmentRootInfo , 1 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0.0 , 0.0 , 4 , 0 , 0 , 1.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
229,org::eclipse::jdt::core::dom::ASTParser , 17 , 0 , 10 , 7 , 39 , 0 , 3 , 0 , 94.0 , 2.0 , 1 , 3 , 0 , 0.0 , 2 , 34.0 , 21.0 , 1 , 0 , 0 , 0 , 0 , 
230,org::eclipse::jdt::internal::core::SourceMethodInfo , 2 , 1 , 2 , 0 , 0 , 0 , 0 , 3 , 0.0 , 0.0 , 10 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
231,org::eclipse::jdt::internal::core::JavaElementInfo , 1 , 0 , 1 , 0 , 21 , 0 , 0 , 0 , 15.0 , 3.0 , 1 , 0 , 0 , 0.0 , 0 , 9.0 , 3.0 , 0 , 0 , 0 , 0 , 0 , 
232,org::eclipse::jdt::internal::core::dom::rewrite::NodeRewriteEvent , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
233,org::eclipse::jdt::internal::compiler::ast::AND_AND_Expression , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 166 , 3.0 , 0.0 , 10 , 0 , 0 , 0.0 , 0 , 2.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
234,org::eclipse::jdt::internal::core::search::indexing::SourceIndexer , 1 , 0 , 0 , 1 , 0 , 0 , 1 , 21 , 15.0 , 0.0 , 3 , 0 , 0 , 0.0 , 0 , 3.0 , 1.0 , 1 , 0 , 0 , 0 , 0 , 
235,org::eclipse::jdt::core::dom::ThisExpression , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 5 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
236,org::eclipse::jdt::internal::core::builder::SourceFile , 3 , 0 , 3 , 0 , 9 , 0 , 0 , 0 , 3.0 , 1.0 , 1 , 0 , 0 , 0.0 , 1 , 2.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
237,org::eclipse::jdt::core::ElementChangedEvent , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
238,org::eclipse::jdt::internal::formatter::FormatterCommentParser , 1 , 0 , 0 , 1 , 147 , 0 , 1 , 6 , 150.0 , 7.0 , 1 , 1 , 0 , 0.0 , 2 , 45.0 , 33.0 , 5 , 0 , 0 , 0 , 0 , 
239,org::eclipse::jdt::core::dom::StructuralPropertyDescriptor , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
240,org::eclipse::jdt::internal::compiler::lookup::BlockScope , 6 , 2 , 2 , 4 , 45 , 0 , 0 , 191 , 143.0 , 2.0 , 7 , 0 , 0 , 0.0 , 3 , 37.0 , 36.0 , 1 , 0 , 0 , 0 , 0 , 
241,org::eclipse::jdt::internal::compiler::lookup::LookupEnvironment , 36 , 0 , 35 , 9 , 355 , 0 , 6 , 38 , 553.0 , 11.0 , 1 , 3 , 1 , 3.0 , 12 , 133.0 , 166.0 , 3 , 0 , 1 , 0 , 0 , 
242,org::eclipse::jdt::core::dom::BodyDeclaration , 7 , 0 , 7 , 0 , 15 , 0 , 0 , 1 , 3.0 , 1.0 , 2 , 0 , 0 , 0.0 , 0 , 2.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
243,org::eclipse::jdt::core::dom::ConditionalExpression , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 5 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
244,org::eclipse::jdt::internal::compiler::lookup::LocalVariableBinding , 9 , 2 , 6 , 5 , 17 , 1 , 1 , 120 , 90.0 , 2.0 , 4 , 0 , 0 , 1.0 , 2 , 17.0 , 26.0 , 0 , 0 , 0 , 0 , 0 , 
245,org::eclipse::jdt::internal::core::JavaModelOperation , 11 , 0 , 9 , 6 , 161 , 0 , 0 , 0 , 48.0 , 3.0 , 1 , 0 , 0 , 1.0 , 0 , 23.0 , 13.0 , 0 , 0 , 0 , 0 , 0 , 
246,org::eclipse::jdt::internal::core::CopyResourceElementsOperation , 8 , 0 , 0 , 8 , 18 , 0 , 1 , 12 , 34.0 , 1.0 , 4 , 0 , 1 , 0.0 , 0 , 27.0 , 10.0 , 1 , 0 , 0 , 0 , 0 , 
247,org::eclipse::jdt::core::dom::VariableDeclarationFragment , 7 , 0 , 7 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
248,org::eclipse::jdt::internal::compiler::codegen::CaseLabel , 0 , 1 , 0 , 0 , 6 , 0 , 1 , 4 , 19.0 , 1.0 , 6 , 0 , 0 , 1.0 , 1 , 6.0 , 5.0 , 0 , 0 , 0 , 0 , 0 , 
249,org::eclipse::jdt::internal::core::DeleteElementsOperation , 3 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 5.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 4.0 , 5.0 , 0 , 0 , 0 , 0 , 0 , 
250,org::eclipse::jdt::internal::codeassist::select::SelectionOnMessageSend , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 167 , 13.0 , 0.0 , 7 , 0 , 0 , 0.0 , 0 , 0.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
251,org::eclipse::jdt::internal::compiler::lookup::PackageBinding , 1 , 2 , 0 , 1 , 31 , 0 , 1 , 127 , 19.0 , 2.0 , 2 , 0 , 0 , 1.0 , 1 , 4.0 , 7.0 , 4 , 0 , 3 , 1 , 0 , 
252,org::eclipse::jdt::internal::core::search::TypeNameMatchRequestorWrapper , 1 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 59.0 , 0.0 , 0 , 1 , 0 , 0.0 , 0 , 11.0 , 9.0 , 0 , 0 , 0 , 0 , 0 , 
253,org::eclipse::jdt::core::dom::TagElement , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
254,org::eclipse::jdt::core::dom::CompilationUnit , 11 , 0 , 12 , 1 , 260 , 0 , 1 , 1 , 89.0 , 8.0 , 2 , 1 , 0 , 0.0 , 7 , 26.0 , 35.0 , 0 , 0 , 0 , 0 , 0 , 
255,org::eclipse::jdt::core::dom::ExpressionStatement , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
256,org::eclipse::jdt::internal::core::search::matching::PossibleMatch , 1 , 0 , 1 , 0 , 36 , 0 , 2 , 0 , 18.0 , 3.0 , 1 , 1 , 0 , 0.0 , 0 , 4.0 , 7.0 , 0 , 0 , 0 , 0 , 0 , 
257,org::eclipse::jdt::internal::compiler::lookup::ArrayBinding , 6 , 2 , 5 , 2 , 89 , 0 , 0 , 405 , 82.0 , 4.0 , 20 , 0 , 0 , 0.0 , 4 , 27.0 , 27.0 , 0 , 0 , 0 , 0 , 0 , 
258,org::eclipse::jdt::core::formatter::DefaultCodeFormatterConstants , 2 , 0 , 1 , 1 , 9 , 0 , 33 , 0 , 3.0 , 1.0 , 1 , 0 , 0 , 0.0 , 1 , 3.0 , 1.0 , 2 , 1 , 0 , 0 , 0 , 
259,org::eclipse::jdt::internal::compiler::ast::JavadocArgumentExpression , 2 , 2 , 0 , 2 , 0 , 0 , 0 , 166 , 10.0 , 0.0 , 6 , 0 , 0 , 0.0 , 0 , 7.0 , 3.0 , 0 , 0 , 0 , 0 , 0 , 
260,org::eclipse::jdt::internal::core::jdom::DOMField , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 11.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
261,org::eclipse::jdt::internal::compiler::util::HashtableOfObjectToInt , 4 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 8.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 4.0 , 0 , 0 , 0 , 0 , 0 , 
262,org::eclipse::jdt::core::util::ClassFileBytesDisassembler , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
263,org::eclipse::jdt::internal::codeassist::complete::CompletionParser , 30 , 2 , 1 , 29 , 11662 , 0 , 32 , 114 , 1479.0 , 68.0 , 17 , 1 , 10 , 15.0 , 3 , 371.0 , 399.0 , 1 , 0 , 0 , 0 , 0 , 
264,org::eclipse::jdt::internal::core::search::matching::LocalVariableLocator , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 23 , 6.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 6.0 , 1.0 , 1 , 0 , 0 , 0 , 0 , 
265,org::eclipse::jdt::core::dom::PrimitiveType , 3 , 0 , 3 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
266,org::eclipse::jdt::internal::compiler::impl::DoubleConstant , 3 , 0 , 3 , 0 , 11 , 0 , 0 , 9 , 6.0 , 1.0 , 1 , 1 , 1 , 1.0 , 0 , 2.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
267,org::eclipse::jdt::internal::eval::CodeSnippetEnvironment , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
268,org::eclipse::jdt::internal::core::jdom::DOMNode , 3 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 11.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
269,org::eclipse::jdt::internal::core::JarEntryResource , 0 , 0 , 0 , 0 , 11 , 0 , 0 , 0 , 9.0 , 1.0 , 2 , 0 , 0 , 0.0 , 1 , 4.0 , 3.0 , 0 , 0 , 0 , 0 , 0 , 
270,org::eclipse::jdt::internal::compiler::ast::LongLiteralMinValue , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 165 , 0.0 , 0.0 , 6 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
271,org::eclipse::jdt::internal::eval::VariablesEvaluator , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 1.0 , 0.0 , 1 , 0 , 0 , 1.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
272,org::eclipse::jdt::core::dom::FieldAccess , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 5 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
273,org::eclipse::jdt::internal::compiler::batch::ClasspathSourceJar , 6 , 0 , 0 , 6 , 0 , 0 , 0 , 15 , 21.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 10.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
274,org::eclipse::jdt::internal::formatter::BinaryExpressionFragmentBuilder , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
275,org::eclipse::jdt::internal::core::TypeParameter , 10 , 0 , 2 , 10 , 41 , 1 , 0 , 3 , 54.0 , 4.0 , 16 , 0 , 0 , 0.0 , 2 , 31.0 , 18.0 , 0 , 0 , 0 , 0 , 0 , 
276,org::eclipse::jdt::internal::core::util::AnnotationComponentValue , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
277,org::eclipse::jdt::internal::codeassist::complete::CompletionNodeFound , 11 , 0 , 11 , 0 , 0 , 0 , 1 , 0 , 0.0 , 0.0 , 3 , 0 , 0 , 1.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
278,org::eclipse::jdt::core::dom::Name , 6 , 0 , 5 , 1 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 5 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
279,org::eclipse::jdt::internal::formatter::comment::CommentRange , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 3.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 9.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
280,org::eclipse::jdt::internal::compiler::ast::JavadocImplicitTypeReference , 2 , 2 , 0 , 2 , 41 , 0 , 0 , 165 , 42.0 , 4.0 , 9 , 0 , 1 , 0.0 , 2 , 20.0 , 10.0 , 0 , 0 , 0 , 0 , 0 , 
281,org::eclipse::jdt::internal::compiler::util::HashSetOfInt , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
282,org::eclipse::jdt::internal::core::util::MementoTokenizer , 1 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 3.0 , 0.0 , 1 , 1 , 0 , 0.0 , 0 , 3.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
283,org::eclipse::jdt::internal::core::jdom::SimpleDOMBuilder , 3 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 1.0 , 0.0 , 3 , 0 , 0 , 0.0 , 0 , 4.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
284,org::eclipse::jdt::internal::core::util::DefaultStackMapFrame , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
285,org::eclipse::jdt::internal::formatter::FormatJavadocNode , 1 , 0 , 1 , 0 , 25 , 0 , 2 , 2 , 20.0 , 5.0 , 0 , 0 , 0 , 0.0 , 2 , 9.0 , 5.0 , 0 , 0 , 0 , 0 , 0 , 
286,org::eclipse::jdt::internal::core::search::matching::MatchLocatorParser , 4 , 2 , 0 , 4 , 1866 , 0 , 7 , 108 , 478.0 , 43.0 , 1 , 0 , 0 , 1.0 , 0 , 143.0 , 167.0 , 0 , 0 , 0 , 0 , 0 , 
287,org::eclipse::jdt::core::dom::ParenthesizedExpression , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 5 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
288,org::eclipse::jdt::internal::compiler::AbstractAnnotationProcessorManager , 1 , 0 , 1 , 0 , 31 , 0 , 0 , 0 , 0.0 , 4.0 , 0 , 0 , 0 , 0.0 , 4 , 4.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
289,org::eclipse::jdt::internal::compiler::lookup::UpdatedMethodBinding , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 246 , 0.0 , 0.0 , 13 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0 , 0 , 
290,org::eclipse::jdt::core::dom::ArrayAccess , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 5 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
291,org::eclipse::jdt::internal::codeassist::complete::CompletionOnStringLiteral , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 63 , 0.0 , 0.0 , 6 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
292,org::eclipse::jdt::internal::core::hierarchy::RegionBasedTypeHierarchy , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 29.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 2.0 , 6.0 , 0 , 0 , 0 , 0 , 0 , 
293,org::eclipse::jdt::internal::core::PackageFragmentRoot , 8 , 0 , 9 , 2 , 209 , 1 , 1 , 3 , 89.0 , 5.0 , 19 , 0 , 1 , 0.0 , 4 , 41.0 , 24.0 , 1 , 0 , 0 , 0 , 0 , 
294,org::eclipse::jdt::core::util::CompilationUnitSorter , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 12.0 , 1.0 , 1 , 0 , 1 , 0.0 , 0 , 3.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
295,org::eclipse::jdt::internal::compiler::ast::Annotation , 23 , 2 , 14 , 9 , 24 , 0 , 1 , 166 , 103.0 , 3.0 , 6 , 1 , 0 , 0.0 , 3 , 41.0 , 34.0 , 1 , 0 , 0 , 0 , 0 , 
296,org::eclipse::jdt::internal::compiler::ast::JavadocFieldReference , 2 , 2 , 1 , 1 , 0 , 1 , 1 , 166 , 31.0 , 0.0 , 9 , 0 , 1 , 1.0 , 0 , 5.0 , 3.0 , 1 , 0 , 0 , 0 , 0 , 
297,org::eclipse::jdt::internal::codeassist::select::SelectionOnSingleNameReference , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 166 , 6.0 , 0.0 , 7 , 0 , 0 , 0.0 , 0 , 3.0 , 4.0 , 0 , 0 , 0 , 0 , 0 , 
298,org::eclipse::jdt::internal::core::dom::rewrite::RewriteEventStore , 0 , 0 , 1 , 1 , 237 , 0 , 1 , 0 , 145.0 , 6.0 , 1 , 1 , 6 , 0.0 , 0 , 114.0 , 30.0 , 0 , 0 , 0 , 0 , 0 , 
299,org::eclipse::jdt::internal::compiler::ast::EmptyStatement , 1 , 2 , 1 , 0 , 0 , 0 , 0 , 165 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
300,org::eclipse::jdt::internal::compiler::ClassFile , 23 , 2 , 6 , 22 , 1286 , 0 , 6 , 135 , 4997.0 , 23.0 , 1 , 1 , 12 , 5.0 , 11 , 816.0 , 962.0 , 6 , 1 , 1 , 0 , 0 , 
301,org::eclipse::jdt::internal::core::ClasspathChange , 4 , 0 , 0 , 5 , 10 , 0 , 4 , 0 , 67.0 , 1.0 , 0 , 0 , 0 , 4.0 , 1 , 25.0 , 11.0 , 1 , 0 , 0 , 0 , 0 , 
302,org::eclipse::jdt::internal::compiler::ast::StringLiteral , 3 , 2 , 1 , 2 , 0 , 1 , 1 , 166 , 0.0 , 0.0 , 6 , 0 , 0 , 1.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
303,org::eclipse::jdt::core::Signature , 17 , 0 , 16 , 1 , 81 , 0 , 6 , 0 , 99.0 , 2.0 , 1 , 2 , 1 , 4.0 , 1 , 29.0 , 27.0 , 1 , 0 , 0 , 0 , 0 , 
304,org::eclipse::jdt::internal::compiler::classfmt::AnnotationMethodInfoWithAnnotations , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0.0 , 0.0 , 6 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
305,org::eclipse::jdt::internal::compiler::parser::RecoveryScanner , 1 , 0 , 1 , 0 , 31 , 0 , 2 , 4 , 28.0 , 2.0 , 5 , 1 , 0 , 0.0 , 2 , 2.0 , 5.0 , 0 , 0 , 0 , 0 , 0 , 
306,org::eclipse::jdt::core::dom::Type , 2 , 0 , 2 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
307,org::eclipse::jdt::core::CompletionRequestorAdapter , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
308,org::eclipse::jdt::core::compiler::InvalidInputException , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 3 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
309,org::eclipse::jdt::internal::core::dom::rewrite::LineCommentEndOffsets , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
310,org::eclipse::jdt::internal::compiler::parser::Scanner , 22 , 0 , 18 , 6 , 770 , 1 , 28 , 2 , 876.0 , 17.0 , 1 , 2 , 9 , 12.0 , 7 , 154.0 , 293.0 , 1 , 0 , 0 , 0 , 0 , 
311,org::eclipse::jdt::internal::compiler::ast::Initializer , 1 , 2 , 0 , 1 , 0 , 0 , 1 , 164 , 9.0 , 0.0 , 4 , 0 , 0 , 1.0 , 0 , 2.0 , 7.0 , 0 , 0 , 0 , 0 , 0 , 
312,org::eclipse::jdt::core::dom::VariableDeclarationStatement , 4 , 0 , 4 , 0 , 18 , 0 , 0 , 1 , 3.0 , 1.0 , 2 , 0 , 0 , 0.0 , 0 , 2.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
313,org::eclipse::jdt::internal::core::search::matching::DeclarationOfReferencedMethodsPattern , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 23 , 0.0 , 0.0 , 19 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0 , 0 , 
314,org::eclipse::jdt::core::compiler::CharOperation , 59 , 0 , 57 , 2 , 126 , 0 , 0 , 0 , 192.0 , 4.0 , 1 , 0 , 0 , 0.0 , 4 , 25.0 , 66.0 , 0 , 0 , 0 , 0 , 0 , 
