,classname,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,numberOfVersionsUntil,numberOfFixesUntil,numberOfRefactoringsUntil,numberOfAuthorsUntil,linesAddedUntil,maxLinesAddedUntil,avgLinesAddedUntil,linesRemovedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,codeChurnUntil,maxCodeChurnUntil,avgCodeChurnUntil,ageWithRespectTo,weightedAgeWithRespectTo,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,Unnamed: 24
172,org::eclipse::osgi::framework::util::SecureAction ,6,5,2,0,0,27,4,1,5,472,102,17.4815,143,44,5.2963,329,66,12.1852,224.0,70.8021,15.226,0.340267,0.0365523,0.394734,0.0631769,28,1,14,14,171,0,2,0,200,19,7,1,0,0,18,104,28,1,0,0,0,0, 
173,org::eclipse::osgi::framework::internal::protocol::reference::Handler ,0,0,0,0,0,7,1,0,5,45,27,6.42857,62,34,8.85714,-17,0,-2.42857,239.143,19.9016,3.36934,0.0233368,0.00504088,0.0799243,0.000804404,4,1,0,4,3,0,0,0,13,3,16,0,0,0,1,8,5,0,0,0,0,0, 
174,org::eclipse::osgi::baseadaptor::loader::FragmentClasspath ,2,2,0,0,0,5,0,0,1,147,72,29.4,2,2,0.4,145,72,29.0,125.857,0.705539,4.042759999999999,0.0321498,0.00680523,0.0989508,0.0012324,7,1,2,5,10,0,3,0,23,5,7,3,0,0,5,11,6,0,0,0,0,0, 
175,org::eclipse::osgi::framework::internal::core::AbstractBundle ,28,27,4,2,0,67,11,2,5,789,93,11.7761,905,230,13.5075,-116,89,-1.73134,218.714,63.453,30.3698,0.727254,0.11462,0.8857299999999999,0.267032,57,1,32,31,1953,2,7,9,712,63,30,0,2,0,27,295,142,10,0,0,0,0, 
176,org::eclipse::osgi::framework::internal::reliablefile::ReliableFileInputStream ,3,3,0,0,0,12,2,0,7,220,104,18.3333,104,78,8.66667,116,102,9.66667,239.143,31.0792,5.635359999999999,0.044671,0.00834157,0.133442,0.00113745,2,1,0,2,28,0,4,0,54,8,26,4,1,0,7,16,14,0,0,0,0,0, 
177,host::multiple::exports::onlyone::PublicClass1 ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,40.8571,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0, 
178,substitutes::z::Ez ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,19.1429,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0, 
179,substitutes::x::Jx ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,19.1429,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0, 
180,org::eclipse::osgi::internal::baseadaptor::BundleInstall ,1,1,0,0,0,4,0,0,1,265,132,66.25,3,3,0.75,262,132,65.5,125.857,0.5008090000000001,2.23731,0.0221957,0.00355164,0.0539991,0.000455407,17,1,1,17,6,0,3,0,89,4,10,3,0,0,4,59,18,0,0,0,0,0, 
181,nativetest::a2::Activator ,1,1,1,1,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,4,1,0,0,0,9,2,9,0,0,0,2,8,2,0,0,0,0,0, 
182,org::eclipse::osgi::framework::internal::core::BundleCombinedPermissions ,3,3,0,0,0,18,4,1,6,251,128,13.9444,265,149,14.7222,-14,26,-0.777778,239.143,49.6773,8.89851,0.144607,0.0232527,0.231539,0.05519540000000001,7,2,2,5,36,0,7,0,63,9,20,7,0,0,4,22,22,0,0,0,0,0, 
183,org::eclipse::osgi::tests::appadmin::FailedApp ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,39.7143,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0,6,2,7,0,0,0,2,3,2,0,0,0,0,0, 
184,client2::multiple::exports::Activator ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,40.8571,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,2,1,0,0,0,26,2,9,0,0,0,2,18,2,0,0,0,0,0, 
185,org::eclipse::osgi::internal::provisional::service::security::AuthorizationStatus ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0, 
186,org::eclipse::core::runtime::adaptor::EclipseStarter ,78,71,11,2,4,169,35,1,7,2958,124,17.503,1610,128,9.52663,1348,104,7.97633,239.143,63.7094,38.2812,2.09375,0.149026,1.12823,0.328692,54,1,1,53,1128,0,67,0,1217,48,7,38,37,1,7,605,300,4,0,0,0,0, 
187,org::eclipse::osgi::service::resolver::VersionRange ,1,1,0,0,0,9,0,0,3,342,161,38.0,16,6,1.77778,326,161,36.2222,180.0,3.12239,6.916919999999999,0.029826,0.0373884,0.220354,0.118994,15,1,11,4,28,0,6,0,81,8,7,5,0,0,8,39,34,1,0,0,0,0, 
188,org::eclipse::osgi::internal::module::GroupingChecker ,9,9,1,1,0,26,3,0,3,1624,335,62.4615,881,340,33.8846,743,335,28.5769,180.0,39.1218,16.5442,1.32279,0.04371130000000001,0.440377,0.08501510000000001,7,1,2,6,28,0,2,0,130,8,7,1,2,1,5,71,44,0,0,0,0,0, 
189,org::eclipse::core::runtime::internal::adaptor::EclipseErrorHandler ,1,1,0,0,0,4,0,0,1,280,165,70.0,62,62,15.5,218,165,54.5,125.857,0.401531,2.23731,0.0302164,0.00355164,0.0539991,0.000455407,7,1,0,7,55,0,2,0,68,11,17,2,1,0,10,22,17,1,0,0,0,0, 
190,legacy::lazystart::TrueExceptionLegacy2 ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,3,1,8,0,0,0,1,2,1,0,0,0,0,0, 
191,org::eclipse::osgi::baseadaptor::bundlefile::ZipBundleEntry ,4,4,1,1,0,8,0,0,1,280,101,35.0,12,6,1.5,268,101,33.5,125.857,23.3423,7.8367,0.270869,0.04491369999999999,0.262245,0.134582,7,2,1,7,21,0,2,1,45,7,15,0,0,0,6,24,10,1,0,0,0,0, 
192,org::osgi::framework::BundleException ,3,3,0,0,0,18,2,0,4,344,101,19.1111,324,106,18.0,20,28,1.11111,239.143,59.1516,7.23232,0.095036,0.0100697,0.16858,0.00161281,20,1,20,0,6,1,2,0,13,4,18,1,0,0,4,5,4,2,0,0,0,0, 
193,org::eclipse::osgi::framework::internal::core::SystemPolicy ,1,1,0,0,0,2,0,0,2,3,3,1.5,3,3,1.5,0,0,0.0,163.0,144.857,1.28035,0.00229861,0.0135087,0.05689980000000001,0.0547689,4,1,1,3,15,0,5,0,48,6,10,2,0,0,5,18,11,1,0,0,0,0, 
194,org::eclipse::osgi::framework::util::Headers ,5,5,0,0,0,20,5,0,5,483,249,24.15,496,276,24.8,-13,23,-0.65,239.143,51.7232,8.96461,0.401919,0.0144483,0.216101,0.00449742,11,1,6,5,210,1,4,0,103,21,0,4,2,0,19,49,31,1,0,0,0,0, 
195,org::eclipse::osgi::framework::internal::core::PermissionAdminImpl ,14,14,0,0,0,26,4,2,3,224,63,8.61538,309,186,11.8846,-85,35,-3.26923,218.714,50.9311,12.9001,0.35029,0.0294786,0.327427,0.05625209999999999,23,1,4,20,91,0,6,0,318,14,12,1,0,0,5,120,69,0,0,0,0,0, 
196,org::eclipse::osgi::internal::baseadaptor::InvalidVersion ,1,1,0,0,0,5,0,0,1,91,43,18.2,4,3,0.8,87,43,17.4,125.857,3.32967,4.6384,0.0386101,0.0192271,0.139325,0.0558623,2,2,2,0,3,0,1,1,10,3,17,1,0,0,3,3,3,0,0,0,0,0, 
197,substitutes::y::My ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,19.1429,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0, 
198,org::eclipse::osgi::internal::resolver::ComputeNodeOrder ,3,3,0,0,0,7,3,0,3,11,4,1.57143,13,4,1.85714,-2,0,-0.285714,217.286,71.4545,5.37258,0.0266627,0.0090543,0.129977,0.00651095,2,1,1,1,1,0,0,0,47,2,7,0,1,0,1,18,8,0,0,0,0,0, 
199,org::eclipse::osgi::framework::util::KeyedHashSet ,2,2,0,0,0,5,0,0,1,982,489,196.4,3,2,0.6,979,489,195.8,125.857,0.532296,4.042759999999999,0.0985122,0.00680523,0.0989508,0.0012324,13,1,7,6,231,0,5,0,285,22,7,2,3,2,17,70,82,0,0,0,0,0, 
200,chain::test::b::Activator ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0,0,0,0,0, 
201,org::eclipse::osgi::internal::resolver::UserState ,3,3,0,0,0,10,3,0,4,110,37,11.0,91,25,9.1,19,27,1.9,237.714,36.3065,4.60695,0.119214,0.00788788,0.112732,0.00257616,5,2,1,4,6,0,1,2,33,4,97,1,0,0,4,22,11,1,0,0,0,0, 
202,org::eclipse::osgi::internal::signedcontent::SignedBundleHook ,4,4,0,0,0,4,0,0,1,5,2,1.25,5,2,1.25,0,0,0.0,27.2857,11.0857,2.6703,0.0268895,0.034787,0.13087,0.129104,27,1,5,26,105,0,26,0,203,15,19,21,0,0,13,99,56,2,0,0,0,0, 
203,org::eclipse::core::runtime::internal::adaptor::PluginConverterImpl ,11,10,1,0,0,16,0,0,3,80,27,5.0,60,15,3.75,20,12,1.25,162.143,36.6125,11.7006,0.184042,0.0294548,0.305974,0.0568029,26,1,2,24,666,0,38,0,610,37,9,23,30,1,6,397,165,0,0,0,0,0, 
204,org::eclipse::osgi::internal::resolver::HostSpecificationImpl ,3,3,0,0,0,11,0,0,6,88,26,8.0,39,13,3.54545,49,13,4.45455,239.143,58.4562,5.41761,0.0200353,0.00949089,0.131371,0.0102415,10,3,5,5,36,0,2,0,33,9,45,2,0,0,7,18,18,1,0,0,0,0, 
205,org::osgi::framework::BundlePermission ,4,4,0,0,0,18,4,0,4,849,551,47.1667,871,570,48.3889,-22,44,-1.22222,239.143,64.3996,9.006,0.6801159999999999,0.0139718,0.214537,0.00536056,7,1,1,7,45,0,13,0,90,10,33,9,3,0,5,33,26,1,0,0,0,0, 
206,org::eclipse::osgi::internal::signedcontent::LegacyVerifierFactory ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,27.2857,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,3,1,0,1,0,10,2,8,1,0,0,2,6,2,1,0,0,0,0, 
207,org::eclipse::osgi::framework::internal::core::GlobalPolicy ,3,3,0,0,0,4,0,0,2,46,29,11.5,37,26,9.25,9,20,2.25,163.0,58.2391,4.27148,0.132549,0.00837626,0.108468,0.00348376,5,1,1,4,6,0,1,0,38,4,10,1,0,0,4,17,9,1,0,0,0,0, 
208,org::eclipse::osgi::framework::internal::core::BundleContextImpl ,11,8,2,1,0,35,8,1,6,504,74,14.4,394,77,11.2571,110,37,3.14286,218.714,65.8846,15.07,0.308881,0.05476180000000001,0.42891,0.126098,35,1,8,29,595,0,12,0,654,35,26,3,1,2,20,220,149,4,0,0,0,0, 
209,legacy::lazystart::b::Activator ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0,0,0,0,0, 
210,org::eclipse::osgi::framework::debug::FrameworkDebugOptions ,2,1,0,0,0,5,0,1,2,8,4,1.6,3,3,0.6,5,3,1.0,162.143,18.125,2.90044,0.00629642,0.00408857,0.0679942,0.000332869,14,1,7,7,45,0,4,0,108,10,11,4,5,0,5,63,29,0,0,0,0,0, 
211,org::eclipse::osgi::internal::module::ResolverConstraint ,5,5,0,0,0,8,0,0,1,101,86,12.625,15,10,1.875,86,76,10.75,155.0,90.215,5.80382,0.0817917,0.0346087,0.203948,0.11455,11,1,5,8,190,3,4,0,97,20,7,2,0,0,4,37,36,0,0,0,0,0, 
212,org::eclipse::osgi::internal::module::MappedList ,0,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2,1,21,1,1,0,44,7,7,0,1,0,5,26,13,1,0,0,0,0, 
213,org::eclipse::osgi::framework::internal::protocol::URLStreamHandlerSetter ,0,0,0,0,0,6,0,0,5,17,9,2.83333,35,28,5.83333,-18,1,-3.0,239.143,33.7731,3.36934,0.0233368,0.00504088,0.0799243,0.000804404,1,1,1,0,1,0,1,0,6,2,8,0,0,0,2,3,2,0,0,0,0,0, 
214,org::eclipse::osgi::framework::internal::core::SingleSourcePackage ,3,3,0,0,0,14,1,0,6,91,24,6.5,56,10,4.0,35,14,2.5,239.143,59.6986,6.16292,0.0324196,0.0138021,0.158311,0.0219184,5,2,4,3,21,1,1,1,28,7,22,0,0,1,7,14,10,1,0,0,0,0, 
215,org::osgi::framework::FrameworkUtil ,4,4,0,0,0,11,0,0,2,134,84,12.1818,109,83,9.909089999999999,25,79,2.27273,153.714,14.8571,5.15419,0.114107,0.0105398,0.1318,0.00655156,8,1,8,0,1,0,0,0,4,2,7,0,1,0,1,3,2,2,0,0,0,0, 
216,org::eclipse::osgi::framework::internal::core::ManifestLocalization ,7,7,2,1,1,25,8,1,6,230,69,9.2,207,60,8.28,23,21,0.92,227.286,34.2242,6.72772,0.124285,0.0391495,0.226623,0.0687957,12,1,1,12,28,0,4,0,134,8,7,4,5,0,1,63,40,2,0,0,0,0, 
217,org::eclipse::core::runtime::internal::adaptor::EclipseAdaptorHook ,5,5,0,0,0,11,0,1,2,454,210,41.2727,38,14,3.45455,416,210,37.8182,125.857,8.03398,6.31789,0.227813,0.0406183,0.219534,0.124534,19,1,0,19,78,0,8,0,124,13,17,6,3,0,10,85,30,3,0,0,0,0, 
218,org::eclipse::osgi::framework::internal::core::Constants ,18,18,2,1,0,39,1,0,6,457,75,11.7179,238,66,6.10256,219,75,5.61538,239.143,52.698,16.069,0.131181,0.0416158,0.419616,0.0889745,8,1,8,0,1,0,63,74,6,2,7,1,0,2,1,2,2,2,0,0,0,0, 
219,org::osgi::service::condpermadmin::BundleLocationCondition ,3,3,0,0,0,12,2,0,2,234,80,19.5,160,58,13.3333,74,60,6.16667,178.714,29.7265,6.88373,0.159463,0.00971829,0.160984,0.00161592,6,1,0,6,3,0,1,0,59,3,7,1,2,0,1,20,10,1,0,0,0,0, 
220,org::eclipse::osgi::internal::service::security::DefaultAuthorizationEngine ,6,6,0,0,0,6,0,0,1,111,78,18.5,30,19,5.0,81,59,13.5,27.2857,11.7194,4.27896,0.189308,0.0628312,0.22498,0.215324,17,2,3,15,21,0,18,0,77,7,11,14,1,0,5,36,26,0,0,0,0,0, 
221,org::eclipse::osgi::internal::signedcontent::SignedStorageHook ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,27.2857,0.0,0.0,0.0,0.0,0.0,0.0,23,2,3,20,190,0,10,0,209,20,21,7,4,1,16,108,54,1,0,0,0,0, 
222,org::eclipse::osgi::framework::internal::core::FrameworkConsole ,16,13,1,1,0,32,4,0,7,383,130,11.9687,394,93,12.3125,-11,37,-0.34375,239.143,134.957,17.6953,1.0227,0.0736928,0.532231,0.199519,21,1,2,21,120,0,16,0,208,16,15,0,5,2,8,82,40,3,0,0,0,0, 
223,org::eclipse::osgi::framework::internal::protocol::ContentHandlerProxy ,4,4,1,0,0,15,0,0,6,124,60,8.26667,158,86,10.5333,-34,3,-2.26667,239.143,53.3629,6.60072,0.163109,0.0205964,0.179821,0.05543150000000001,10,1,1,9,21,0,6,0,79,7,11,0,2,0,5,31,22,0,0,0,0,0, 
224,org::eclipse::osgi::internal::resolver::ResolverErrorImpl ,6,5,0,0,0,7,1,0,1,28,10,4.0,4,3,0.571429,24,10,3.42857,145.286,41.6582,6.22082,0.0783869,0.0179558,0.171417,0.038027,1,1,1,0,15,0,4,19,52,6,11,4,0,0,6,25,15,1,0,0,0,0, 
225,substitutes::y::Ky ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,19.1429,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0, 
226,org::osgi::framework::AdminPermission ,7,7,1,0,0,31,5,0,4,2965,768,95.6452,2272,442,73.2903,693,619,22.3548,239.143,75.5909,13.805,0.995158,0.0321697,0.354113,0.0592982,11,1,1,11,66,0,30,0,246,12,33,19,5,0,5,78,59,4,0,0,0,0, 
227,org::eclipse::osgi::internal::signedcontent::SignerInfoImpl ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,27.2857,0.0,0.0,0.0,0.0,0.0,0.0,7,1,4,3,28,0,3,0,45,8,11,3,0,0,7,16,16,0,0,0,0,0, 
228,org::eclipse::core::launcher::Main ,1,1,0,0,0,3,0,0,1,12,8,4.0,5,3,1.66667,7,6,2.33333,81.0,19.2381,1.69869,0.06019069999999999,0.00529719,0.0489429,0.00777886,1,1,0,1,0,0,0,0,3,1,7,0,0,0,1,2,1,0,0,0,0,0, 
229,org::eclipse::osgi::baseadaptor::BaseData ,7,7,1,0,0,15,2,0,1,1033,442,68.8667,73,28,4.86667,960,442,64.0,125.857,3.26151,8.65833,0.221717,0.0179208,0.222256,0.0117623,38,1,25,16,1225,1,20,5,248,50,33,16,3,0,47,114,86,3,0,0,0,0, 
230,osgi::lazystart::b::Activator ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,2,1,0,0,0,6,2,9,0,0,0,2,8,2,0,0,0,0,0, 
231,org::eclipse::osgi::framework::adaptor::BundleProtectionDomain ,0,0,0,0,0,8,1,0,2,57,37,7.125,57,42,7.125,0,33,0.0,179.0,2.4787,6.55322,0.036488,0.00770707,0.147474,0.000155169,0,1,0,0,0,1,0,0,3,1,11,0,0,0,1,1,1,0,0,0,0,0, 
232,org::eclipse::osgi::framework::adaptor::FilePath ,1,1,0,0,0,3,0,0,2,4,2,1.33333,4,2,1.33333,0,0,0.0,159.0,76.4286,2.75305,0.009151600000000001,0.0155124,0.0911691,0.0548736,7,1,4,3,55,0,12,0,141,11,7,12,4,0,7,66,52,0,0,0,0,0, 
233,org::eclipse::osgi::internal::baseadaptor::DevClassPathHelper ,1,1,0,0,0,3,0,0,1,234,117,78.0,0,0,0.0,234,117,78.0,125.857,0.5,1.5526,0.0184215,0.0024648,0.0374733,0.00031645,8,1,4,4,6,0,3,0,25,4,7,3,1,0,3,10,5,0,0,0,0,0, 
234,osgi::lazystart::LazyExclude2 ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,3,1,8,0,0,0,1,2,1,0,0,0,0,0, 
235,org::eclipse::osgi::baseadaptor::BaseAdaptor ,4,4,2,1,0,15,1,0,1,1146,550,76.4,127,51,8.46667,1019,550,67.9333,125.857,0.8586389999999999,5.08544,0.137283,0.00968362,0.127419,0.00680595,34,1,19,18,528,0,14,1,252,33,32,14,0,0,32,114,60,2,0,0,0,0, 
236,org::eclipse::osgi::internal::resolver::ImportPackageSpecificationImpl ,6,6,0,0,0,20,0,0,3,394,146,19.7,85,27,4.25,309,146,15.45,180.0,10.7237,12.9885,0.17406,0.03606330000000001,0.344082,0.0845679,17,3,3,14,78,0,4,3,128,13,48,4,0,0,10,71,58,1,0,0,0,0, 
237,org::eclipse::osgi::framework::internal::core::FilteredSourcePackage ,3,3,0,0,0,9,0,0,3,212,86,23.5556,28,10,3.11111,184,86,20.4444,180.0,6.769539999999999,6.16292,0.03737940000000001,0.0138021,0.158311,0.0219184,4,3,1,3,45,0,4,2,66,10,29,1,5,3,5,36,30,1,0,0,0,0, 
238,org::eclipse::osgi::internal::resolver::NativeCodeSpecificationImpl ,4,4,1,0,0,4,0,0,1,41,15,10.25,29,14,7.25,12,8,3.0,42.0,10.446,3.68818,0.1925,0.0244717,0.135548,0.08830419999999999,15,3,3,12,21,0,4,0,117,7,45,4,0,0,5,42,49,1,0,0,0,0, 
239,org::osgi::framework::BundleEvent ,4,4,0,0,0,18,2,0,4,526,140,29.2222,449,144,24.9444,77,33,4.27778,239.143,77.5598,8.82648,0.214961,0.0151456,0.215315,0.00731411,27,1,27,0,3,0,13,0,11,3,15,2,0,0,3,3,3,1,0,0,0,0, 
240,org::eclipse::osgi::internal::baseadaptor::BundleUninstall ,1,1,0,0,0,3,0,0,1,136,68,45.3333,0,0,0.0,136,68,45.3333,125.857,0.5,1.5526,0.0107065,0.0024648,0.0374733,0.00031645,4,1,1,4,6,0,2,0,21,4,10,2,0,0,4,10,4,0,0,0,0,0, 
241,org::eclipse::osgi::internal::resolver::NativeCodeDescriptionImpl ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2,5,9,190,0,9,0,142,20,25,9,1,0,11,57,40,2,0,0,0,0, 
242,org::eclipse::osgi::internal::baseadaptor::BaseStorage ,18,16,2,2,0,31,1,0,1,2656,1111,85.6774,126,33,4.06452,2530,1111,81.6129,125.857,9.31847,20.3646,0.844937,0.08702710000000001,0.6253310000000001,0.222811,67,3,9,66,2016,0,38,0,1041,64,15,29,23,0,27,566,286,3,0,0,0,0, 
243,org::eclipse::osgi::framework::internal::protocol::bundleresource::Handler ,3,3,1,0,0,13,1,1,4,78,16,6.0,56,10,4.30769,22,10,1.69231,231.429,65.7912,6.22636,0.0292961,0.0105656,0.151156,0.00678987,6,2,1,5,1,0,0,3,22,2,30,0,0,0,1,15,8,0,0,0,0,0, 
244,org::osgi::framework::Version ,3,3,0,0,0,11,0,0,2,775,360,70.4545,60,23,5.45455,715,360,65.0,180.0,3.36479,6.87477,0.0971116,0.0113859,0.16624,0.00529384,29,1,26,3,55,1,6,0,130,11,7,5,1,0,10,40,32,1,0,0,0,0, 
245,xfriends::test2::Activator ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,40.8571,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,2,1,0,0,0,15,2,9,0,0,0,2,10,2,0,0,0,0,0, 
246,org::eclipse::osgi::storagemanager::ManagedOutputStream ,2,2,0,0,0,6,1,0,1,7,3,1.16667,2,1,0.333333,5,2,0.833333,127.857,34.7551,3.24068,0.00937033,0.0219768,0.113162,0.0645705,3,1,3,1,55,0,7,1,37,11,27,5,0,0,3,14,11,1,1,0,0,0, 
247,org::eclipse::osgi::baseadaptor::loader::ClasspathEntry ,2,2,0,0,0,5,0,0,1,163,80,32.6,2,2,0.4,161,80,32.2,125.857,0.6853640000000001,4.042759999999999,0.0334094,0.00680523,0.0989508,0.0012324,7,1,6,1,10,0,3,0,24,5,7,3,0,0,5,8,7,0,0,0,0,0, 
248,org::eclipse::osgi::framework::internal::core::Util ,1,1,0,0,0,7,1,0,5,200,190,28.5714,210,200,30.0,-10,0,-1.42857,239.143,7.530710000000001,3.36934,0.0233368,0.00504088,0.0799243,0.000804404,5,1,2,3,10,0,0,0,99,5,7,0,0,0,5,31,29,0,0,0,0,0, 
249,osgi::lazystart::LazyInclude2 ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,3,1,8,0,0,0,1,2,1,0,0,0,0,0, 
250,chain::test::a::AChain ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0,0,0,0,0, 
251,org::eclipse::osgi::internal::resolver::ReadOnlyState ,13,12,1,1,0,24,2,0,5,210,45,8.75,101,41,4.20833,109,27,4.54167,230.143,68.6218,16.3188,0.123923,0.0443781,0.435704,0.0966744,2,1,0,2,703,0,1,0,114,38,44,1,0,0,38,74,38,1,0,0,0,0, 
252,substitutes::y::Iy ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,19.1429,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0, 
253,client1::multiple::exports::Activator ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,40.8571,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,2,1,0,0,0,26,2,9,0,0,0,2,18,2,0,0,0,0,0, 
254,org::eclipse::osgi::internal::module::ResolverImport ,3,3,0,0,0,9,1,0,3,383,177,42.5556,161,70,17.8889,222,177,24.6667,180.0,1.96792,6.42741,0.120058,0.00924943,0.150411,0.00321324,5,2,2,3,10,0,1,2,17,5,27,1,0,0,1,10,6,0,0,0,0,0, 
255,org::eclipse::osgi::framework::internal::protocol::NullURLStreamHandlerService ,0,0,0,0,0,7,1,0,5,24,16,3.42857,85,43,12.1429,-61,0,-8.71429,239.143,25.3869,3.36934,0.0233368,0.00504088,0.0799243,0.000804404,1,1,1,0,55,0,0,0,30,11,16,0,0,0,11,21,10,0,0,0,0,0, 
256,org::eclipse::osgi::framework::internal::core::FilteredServiceListener ,2,1,1,1,0,13,3,1,7,156,52,12.0,116,60,8.92308,40,23,3.07692,239.143,77.5147,4.65896,0.159571,0.0184419,0.136297,0.0560989,11,2,0,11,3,0,5,0,54,3,15,5,0,0,2,27,19,1,0,0,0,0, 
257,org::eclipse::core::runtime::adaptor::EclipseLog ,18,13,0,0,0,38,7,0,6,795,296,20.9211,173,39,4.552630000000001,622,257,16.3684,229.0,53.9493,14.3621,0.5408029999999999,0.0437173,0.390746,0.104634,24,1,2,22,406,0,25,1,424,29,13,3,5,3,7,205,91,0,0,0,0,0, 
258,org::eclipse::osgi::internal::baseadaptor::StateManager ,4,4,0,0,0,9,0,0,1,671,341,74.5556,43,37,4.77778,628,341,69.7778,125.857,2.92463,5.641690000000001,0.0966717,0.0156634,0.1548,0.0276204,12,1,4,8,190,1,18,0,114,20,22,11,4,7,16,66,36,1,0,0,0,0, 
259,org::eclipse::osgi::baseadaptor::HookRegistry ,4,3,0,0,0,12,0,0,1,662,282,55.1667,56,22,4.66667,606,282,50.5,125.857,4.61135,5.67634,0.12793,0.0214375,0.167018,0.057939,28,1,18,10,253,0,16,0,144,23,7,11,4,0,19,77,38,0,0,0,0,0, 
