,classname,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,
380,org::eclipse::jdt::core::dom::MethodRef , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
381,org::eclipse::jdt::internal::core::util::ReferenceInfoAdapter , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
382,org::eclipse::jdt::internal::core::RenameResourceElementsOperation , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
383,org::eclipse::jdt::core::dom::ASTMatcher , 11 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
384,org::eclipse::jdt::core::WorkingCopyOwner , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
385,org::eclipse::jdt::core::compiler::ReconcileContext , 4 , 3 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
386,org::eclipse::jdt::core::ClasspathContainerInitializer , 4 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
387,org::eclipse::jdt::internal::core::Annotation , 1 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 
388,org::eclipse::jdt::internal::core::jdom::AbstractDOMBuilder , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
389,org::eclipse::jdt::internal::eval::Evaluator , 9 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
390,org::eclipse::jdt::internal::formatter::comment::JavaDocRegion , 6 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
391,org::eclipse::jdt::core::dom::VariableBinding , 32 , 25 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
392,org::eclipse::jdt::internal::compiler::problem::DefaultProblem , 11 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
393,org::eclipse::jdt::core::util::ClassFormatException , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
394,org::eclipse::jdt::internal::core::builder::IncrementalImageBuilder , 39 , 34 , 4 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 
395,org::eclipse::jdt::internal::codeassist::select::SelectionOnNameOfMemberValuePair , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
396,org::eclipse::jdt::internal::core::SourceRefElement , 15 , 12 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 
397,org::eclipse::jdt::internal::codeassist::select::SelectionOnQualifiedSuperReference , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
398,org::eclipse::jdt::internal::core::NonJavaResource , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
399,org::eclipse::jdt::internal::core::hierarchy::HierarchyBinaryType , 6 , 6 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
400,org::eclipse::jdt::internal::codeassist::complete::CompletionOnFieldName , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
401,org::eclipse::jdt::internal::compiler::impl::FloatConstant , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
402,org::eclipse::jdt::internal::compiler::codegen::FloatCache , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
403,org::eclipse::jdt::internal::compiler::parser::SourceTypeConverter , 28 , 25 , 2 , 1 , 4 , 0 , 0 , 0 , 0 , 0 , 
404,org::eclipse::jdt::internal::core::search::matching::ClassFileMatchLocator , 15 , 13 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
405,org::eclipse::jdt::internal::core::VerboseElementCache , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
406,org::eclipse::jdt::internal::core::BinaryTypeConverter , 8 , 8 , 2 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 
407,org::eclipse::jdt::internal::compiler::util::CompoundNameVector , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
408,org::eclipse::jdt::core::dom::PackageBinding , 18 , 14 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
409,org::eclipse::jdt::internal::formatter::comment::MultiCommentLine , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
410,org::eclipse::jdt::internal::core::JavaCorePreferenceInitializer , 22 , 14 , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 
411,org::eclipse::jdt::internal::compiler::codegen::VerificationTypeInfo , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
412,org::eclipse::jdt::internal::compiler::ast::QualifiedThisReference , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
413,org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocParamNameReference , 7 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
414,org::eclipse::jdt::core::dom::MethodBinding , 59 , 54 , 5 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
415,org::eclipse::jdt::internal::compiler::ast::ConstructorDeclaration , 40 , 36 , 1 , 1 , 1 , 3 , 0 , 1 , 1 , 0 , 
416,org::eclipse::jdt::internal::core::CreateCompilationUnitOperation , 10 , 9 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
417,org::eclipse::jdt::core::CorrectionEngine , 6 , 5 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
418,org::eclipse::jdt::internal::core::search::matching::VariableLocator , 2 , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
419,org::eclipse::jdt::internal::compiler::batch::ClasspathDirectory , 9 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
420,org::eclipse::jdt::internal::core::index::MemoryIndex , 2 , 2 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 
421,org::eclipse::jdt::internal::compiler::ast::SwitchStatement , 19 , 18 , 2 , 2 , 1 , 1 , 0 , 0 , 0 , 0 , 
422,org::eclipse::jdt::internal::core::search::indexing::InternalSearchDocument , 4 , 4 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
423,org::eclipse::jdt::core::dom::BindingResolver , 23 , 17 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
424,org::eclipse::jdt::internal::compiler::codegen::StackMapFrame , 8 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
425,org::eclipse::jdt::internal::core::AnnotationInfo , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
426,org::eclipse::jdt::internal::compiler::classfmt::ClassFormatException , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
427,org::eclipse::jdt::internal::core::builder::ClasspathDirectory , 6 , 5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
428,org::eclipse::jdt::internal::compiler::classfmt::MethodInfoWithParameterAnnotations , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
429,org::eclipse::jdt::internal::core::builder::ClasspathMultiDirectory , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
430,org::eclipse::jdt::internal::compiler::lookup::TypeBinding , 56 , 55 , 4 , 1 , 0 , 3 , 0 , 0 , 0 , 0 , 
431,org::eclipse::jdt::internal::compiler::flow::LabelFlowContext , 3 , 2 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
432,org::eclipse::jdt::internal::compiler::ast::AssertStatement , 9 , 9 , 1 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 
433,org::eclipse::jdt::internal::core::search::matching::TypeReferencePattern , 21 , 20 , 2 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 
434,org::eclipse::jdt::core::search::TypeNameMatchRequestor , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
435,org::eclipse::jdt::internal::codeassist::select::SelectionOnPackageReference , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
436,org::eclipse::jdt::core::BindingKey , 7 , 7 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
437,org::eclipse::jdt::internal::compiler::ast::JavadocReturnStatement , 13 , 12 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
438,org::eclipse::jdt::internal::eval::CodeSnippetAllocationExpression , 13 , 13 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
439,org::eclipse::jdt::internal::compiler::env::AccessRule , 2 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
440,org::eclipse::jdt::internal::core::jdom::DOMBuilder , 10 , 9 , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 
441,org::eclipse::jdt::internal::core::search::matching::TypeParameterPattern , 6 , 5 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
442,org::eclipse::jdt::internal::core::util::InnerClassesAttributeEntry , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
443,org::eclipse::jdt::core::dom::ASTSyntaxErrorPropagator , 6 , 6 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
444,org::eclipse::jdt::internal::codeassist::complete::CompletionOnFieldType , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
445,org::eclipse::jdt::internal::codeassist::select::SelectionOnExplicitConstructorCall , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
446,org::eclipse::jdt::internal::core::util::HandleFactory , 20 , 15 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
447,org::eclipse::jdt::internal::core::dom::rewrite::TrackedNodePosition , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
448,org::eclipse::jdt::internal::compiler::util::SimpleSetOfCharArray , 6 , 6 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
449,org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteAnalyzer , 28 , 24 , 2 , 0 , 1 , 2 , 0 , 0 , 0 , 0 , 
450,org::eclipse::jdt::internal::compiler::ast::ReturnStatement , 26 , 26 , 2 , 2 , 1 , 1 , 0 , 0 , 0 , 0 , 
451,org::eclipse::jdt::core::search::MethodDeclarationMatch , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
452,org::eclipse::jdt::internal::core::util::LocalVariableAttribute , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
453,org::eclipse::jdt::internal::core::builder::NameEnvironment , 14 , 10 , 2 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
454,org::eclipse::jdt::core::dom::ParameterizedType , 6 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
455,org::eclipse::jdt::internal::formatter::comment::Java2HTMLEntityReader , 4 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
456,org::eclipse::jdt::internal::core::BufferFactoryWrapper , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
457,org::eclipse::jdt::internal::core::NameLookup , 35 , 31 , 8 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 
458,org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocTag , 3 , 3 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 
459,org::eclipse::jdt::internal::compiler::util::HashtableOfObject , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
460,org::eclipse::jdt::internal::compiler::ast::ParameterizedQualifiedTypeReference , 32 , 30 , 6 , 2 , 1 , 1 , 0 , 0 , 0 , 0 , 
461,org::eclipse::jdt::internal::eval::EvaluationContext , 16 , 14 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
462,org::eclipse::jdt::internal::compiler::ast::ContinueStatement , 6 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
463,org::eclipse::jdt::internal::compiler::ast::ThrowStatement , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
464,org::eclipse::jdt::internal::core::SourceType , 36 , 33 , 2 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
465,org::eclipse::jdt::internal::core::util::StackMapFrame , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
466,org::eclipse::jdt::core::CheckDebugAttributes , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
467,org::eclipse::jdt::internal::core::ClasspathEntry , 36 , 31 , 4 , 1 , 2 , 4 , 0 , 1 , 1 , 0 , 
468,org::eclipse::jdt::internal::core::jdom::DOMPackage , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
469,org::eclipse::jdt::internal::core::search::matching::PackageReferencePattern , 11 , 10 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
470,org::eclipse::jdt::internal::core::JavaProjectElementInfo , 25 , 22 , 5 , 2 , 3 , 1 , 0 , 0 , 0 , 0 , 
471,org::eclipse::jdt::internal::core::SourceAnnotationMethodInfo , 3 , 2 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 
472,org::eclipse::jdt::internal::compiler::ast::ExtendedStringLiteral , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
473,org::eclipse::jdt::internal::core::builder::WorkQueue , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
474,org::eclipse::jdt::internal::core::SourceConstructorInfo , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
475,org::eclipse::jdt::internal::compiler::ast::ArrayQualifiedTypeReference , 4 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
476,org::eclipse::jdt::internal::compiler::DocumentElementParser , 9 , 7 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
477,org::eclipse::jdt::internal::core::builder::ImageBuilderInternalException , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
478,org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocSingleTypeReference , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
479,org::eclipse::jdt::internal::compiler::ast::OperatorExpression , 4 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
480,org::eclipse::jdt::internal::core::search::TypeNameRequestorWrapper , 5 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
481,org::eclipse::jdt::internal::codeassist::impl::AssistAnnotation , 1 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
482,org::eclipse::jdt::core::dom::ArrayCreation , 9 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
483,org::eclipse::jdt::internal::core::CompilationUnitStructureRequestor , 22 , 18 , 1 , 0 , 3 , 1 , 0 , 0 , 0 , 0 , 
484,org::eclipse::jdt::internal::compiler::ast::JavadocSingleTypeReference , 26 , 24 , 3 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 
485,org::eclipse::jdt::internal::core::builder::BatchImageBuilder , 28 , 23 , 3 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
486,org::eclipse::jdt::internal::compiler::parser::AbstractCommentParser , 81 , 71 , 10 , 4 , 2 , 7 , 0 , 0 , 0 , 2 , 
487,org::eclipse::jdt::internal::core::ResolvedBinaryField , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
488,org::eclipse::jdt::internal::core::index::Index , 18 , 18 , 4 , 2 , 1 , 1 , 0 , 0 , 0 , 0 , 
489,org::eclipse::jdt::internal::core::ExternalFoldersManager , 4 , 1 , 1 , 1 , 1 , 3 , 0 , 0 , 0 , 0 , 
490,org::eclipse::jdt::core::dom::BooleanLiteral , 5 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
491,org::eclipse::jdt::internal::core::util::Disassembler , 33 , 26 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 
492,org::eclipse::jdt::internal::core::util::DOMFinder , 3 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
493,org::eclipse::jdt::internal::compiler::lookup::VariableBinding , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
494,org::eclipse::jdt::internal::core::util::CodeSnippetParsingUtil , 13 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
495,org::eclipse::jdt::internal::core::search::indexing::ReadWriteMonitor , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
496,org::eclipse::jdt::internal::core::JavaProject , 128 , 115 , 12 , 4 , 8 , 4 , 0 , 0 , 0 , 0 , 
497,org::eclipse::jdt::internal::compiler::flow::ExceptionHandlingFlowContext , 11 , 9 , 1 , 0 , 1 , 2 , 0 , 0 , 0 , 0 , 
498,org::eclipse::jdt::internal::core::search::matching::TypeReferenceLocator , 40 , 37 , 4 , 0 , 2 , 2 , 0 , 0 , 0 , 0 , 
499,org::eclipse::jdt::internal::core::JavaModelStatus , 15 , 13 , 3 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 
500,org::eclipse::jdt::core::dom::CatchClause , 8 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
501,org::eclipse::jdt::internal::compiler::ast::JavadocArraySingleTypeReference , 6 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
502,org::eclipse::jdt::internal::core::CreateMethodOperation , 9 , 9 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
503,org::eclipse::jdt::internal::core::Buffer , 14 , 14 , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 
504,org::eclipse::jdt::internal::core::search::matching::TypeParameterLocator , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
505,org::eclipse::jdt::internal::compiler::batch::ClasspathLocation , 7 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
506,org::eclipse::jdt::internal::core::MemberValuePair , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
507,org::eclipse::jdt::core::dom::ConstructorInvocation , 7 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
508,org::eclipse::jdt::internal::formatter::comment::CommentRegion , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
509,org::eclipse::jdt::internal::compiler::util::HashtableOfObjectToIntArray , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
510,org::eclipse::jdt::internal::core::search::indexing::RemoveFolderFromIndex , 6 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
511,org::eclipse::jdt::internal::codeassist::SelectionEngine , 56 , 50 , 2 , 0 , 3 , 1 , 0 , 0 , 0 , 0 , 
512,org::eclipse::jdt::internal::compiler::lookup::ImportBinding , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
513,org::eclipse::jdt::core::compiler::BuildContext , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
514,org::eclipse::jdt::internal::core::search::matching::PackageDeclarationLocator , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
515,org::eclipse::jdt::internal::compiler::codegen::ExceptionLabel , 6 , 6 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 
516,org::eclipse::jdt::internal::eval::CodeSnippetFieldReference , 6 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
517,org::eclipse::jdt::internal::compiler::lookup::ElementValuePair , 5 , 5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
518,org::eclipse::jdt::internal::core::JarPackageFragmentInfo , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
519,org::eclipse::jdt::internal::core::CancelableNameEnvironment , 6 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
520,org::eclipse::jdt::internal::compiler::parser::RecoveredElement , 3 , 2 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
521,org::eclipse::jdt::internal::core::UserLibraryClasspathContainer , 3 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
522,org::eclipse::jdt::internal::compiler::problem::DefaultProblemFactory , 19 , 15 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
523,org::eclipse::jdt::core::search::TypeReferenceMatch , 6 , 5 , 0 , 0 , 1 , 2 , 0 , 0 , 0 , 0 , 
524,org::eclipse::jdt::internal::compiler::ast::JavadocMessageSend , 28 , 22 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
525,org::eclipse::jdt::internal::compiler::lookup::BaseTypeBinding , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
526,org::eclipse::jdt::core::dom::WildcardType , 4 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
527,org::eclipse::jdt::internal::core::util::RuntimeInvisibleParameterAnnotationsAttribute , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
528,org::eclipse::jdt::internal::core::UserLibraryClasspathContainerInitializer , 3 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
529,org::eclipse::jdt::core::dom::AST , 66 , 48 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
530,org::eclipse::jdt::internal::codeassist::UnresolvedReferenceNameFinder , 7 , 5 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
531,org::eclipse::jdt::internal::codeassist::complete::CompletionOnAnnotationOfType , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
532,org::eclipse::jdt::internal::core::util::HashSetOfCharArrayArray , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
533,org::eclipse::jdt::internal::compiler::ast::LongLiteral , 5 , 5 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
534,org::eclipse::jdt::internal::compiler::util::HashtableOfType , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
535,org::eclipse::jdt::internal::compiler::ast::ClassLiteralAccess , 9 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
536,org::eclipse::jdt::core::dom::NumberLiteral , 7 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
537,org::eclipse::jdt::internal::core::util::CharArrayBuffer , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
538,org::eclipse::jdt::internal::formatter::OptimizedReplaceEdit , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
539,org::eclipse::jdt::internal::core::JavaCorePreferenceModifyListener , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
540,org::eclipse::jdt::internal::core::search::matching::FieldPattern , 11 , 10 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
541,org::eclipse::jdt::internal::core::builder::NameSet , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
542,org::eclipse::jdt::internal::core::ExternalJavaProject , 4 , 3 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
543,org::eclipse::jdt::core::search::SearchEngine , 41 , 37 , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 
544,org::eclipse::jdt::internal::compiler::ConfigurableOption , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
545,org::eclipse::jdt::internal::compiler::lookup::SyntheticFieldBinding , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
546,org::eclipse::jdt::internal::compiler::impl::BooleanConstant , 5 , 5 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
547,org::eclipse::jdt::internal::core::util::HashtableOfArrayToObject , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
548,org::eclipse::jdt::internal::core::InitializerElementInfo , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
549,org::eclipse::jdt::core::dom::CastExpression , 8 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
550,org::eclipse::jdt::internal::core::ModelUpdater , 7 , 6 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
551,org::eclipse::jdt::internal::core::util::ConstantPoolEntry , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
552,org::eclipse::jdt::core::dom::AnnotationBinding , 11 , 9 , 0 , 0 , 1 , 2 , 0 , 0 , 0 , 0 , 
553,org::eclipse::jdt::internal::core::ResolvedBinaryMethod , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
554,org::eclipse::jdt::internal::core::search::matching::PossibleMatchSet , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
555,org::eclipse::jdt::internal::codeassist::impl::AssistSourceType , 3 , 3 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
556,org::eclipse::jdt::internal::compiler::ast::JavadocArrayQualifiedTypeReference , 6 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
557,org::eclipse::jdt::internal::compiler::ast::TypeParameter , 5 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
558,org::eclipse::jdt::internal::codeassist::complete::CompletionOnMarkerAnnotationName , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
559,org::eclipse::jdt::internal::compiler::parser::RecoveredImport , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
560,org::eclipse::jdt::internal::core::builder::BuildNotifier , 8 , 7 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
561,org::eclipse::jdt::internal::formatter::comment::CommentFormatterUtil , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
562,org::eclipse::jdt::internal::compiler::flow::NullInfoRegistry , 4 , 4 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
563,org::eclipse::jdt::internal::compiler::ast::Reference , 3 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
564,org::eclipse::jdt::internal::core::CreateTypeMemberOperation , 8 , 7 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
565,org::eclipse::jdt::internal::core::util::RuntimeVisibleAnnotationsAttribute , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
566,org::eclipse::jdt::internal::core::util::WeakHashSet , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
567,org::eclipse::jdt::core::JavaConventions , 24 , 19 , 5 , 1 , 1 , 1 , 0 , 1 , 1 , 0 , 
568,org::eclipse::jdt::internal::compiler::impl::StringConstant , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
