,classname,numberOfBugsFoundUntil, numberOfNonTrivialBugsFoundUntil: , numberOfMajorBugsFoundUntil: , numberOfCriticalBugsFoundUntil: , numberOfHighPriorityBugsFoundUntil: ,numberOfVersionsUntil, numberOfFixesUntil: , numberOfRefactoringsUntil: , numberOfAuthorsUntil: , linesAddedUntil: , maxLinesAddedUntil: , avgLinesAddedUntil: , linesRemovedUntil: , maxLinesRemovedUntil: , avgLinesRemovedUntil: , codeChurnUntil: , maxCodeChurnUntil: , avgCodeChurnUntil: , ageWithRespectTo: , weightedAgeWithRespectTo: , CvsEntropy , CvsWEntropy , CvsLinEntropy , CvsLogEntropy , CvsExpEntropy , cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc ,bugs, nonTrivialBugs , majorBugs , criticalBugs , highPriorityBugs 
807,['org::eclipse::pde::core::ModelChangedEvent ,0,0,0,0,0,14,1,0,6,141,48,10.0714,106,73,7.57143,35,48,2.5,335.286,84.8956,7.46676,0.0032692,0.0170365,0.191806,0.031409,4,1,4,0,21,1,6,4,26,7,12,6,0,0,7,7,8,1,0,0,0,0
808,['org::eclipse::pde::internal::ui::wizards::imports::BaseImportWizardSecondPage ,6,5,0,0,0,37,0,0,6,368,78,9.94595,254,49,6.86486,114,78,3.08108,275.429,56.6002,20.424,0.0224887,0.047027,0.531043,0.0679657,17,1,3,14,105,2,9,0,162,15,1,3,2,0,7,94,45,1,0,0,0,0
809,['org::eclipse::pde::internal::ui::views::dependencies::DependenciesViewListPage ,5,5,0,0,0,7,0,1,2,62,37,8.85714,55,36,7.85714,7,34,1,108.143,38.8387,5.97445,0.02779,0.0201118,0.174141,0.0414715,3,2,1,2,6,0,0,4,31,4,15,0,0,0,1,10,7,0,0,0,0,0
810,['org::eclipse::pde::internal::ui::wizards::Category ,0,0,0,0,0,8,1,0,7,51,28,6.375,41,25,5.125,10,6,1.25,335.286,212.451,6.41569,0.00363407,0.0163241,0.169334,0.0343568,2,1,1,1,6,0,5,0,23,4,6,2,0,0,4,11,7,0,0,0,0,0
811,['org::eclipse::pde::internal::ui::editor::plugin::ExportPackageVisibilitySection ,7,5,0,0,1,30,1,0,6,928,216,30.9333,364,226,12.1333,564,216,18.8,180.571,47.9244,19.9182,0.143404,0.0468897,0.519821,0.0736369,23,5,1,22,171,0,10,2,251,19,72,10,8,0,7,118,62,0,0,0,0,0
812,['org::eclipse::pde::internal::ui::editor::feature::DataSection ,4,4,1,0,1,32,1,0,7,472,167,14.75,406,110,12.6875,66,57,2.0625,335.286,117.171,8.67717,0.0452289,0.0225766,0.231637,0.0426041,23,5,1,22,253,0,4,2,265,23,72,4,6,0,10,154,57,0,0,0,0,0
813,['org::eclipse::pde::internal::ui::wizards::tools::OrganizeManifestsWizardPage ,4,2,1,0,0,10,0,0,4,221,94,22.1,132,59,13.2,89,65,8.9,135,75.8093,11.2422,0.0865919,0.0497807,0.351129,0.140146,8,1,5,3,120,0,18,25,283,16,0,18,13,0,1,95,36,0,0,0,0,0
814,['org::eclipse::pde::internal::ui::editor::plugin::rows::ButtonAttributeRow ,3,1,0,0,0,5,0,0,3,20,11,4,16,9,3.2,4,2,0.8,109.286,49.9,6.25954,0.00700953,0.0228007,0.187686,0.0484765,3,4,1,2,6,3,0,7,22,4,36,0,0,0,2,9,4,0,0,0,0,0
815,['org::eclipse::pde::internal::core::cheatsheet::comp::CompCSOnCompletion ,1,1,0,0,0,2,0,0,2,1,1,0.5,2,2,1,-1,0,-0.5,102,65.8571,1.77712,0.000116839,0.00961856,0.0609203,0.0309529,2,5,1,1,3,0,1,92,10,3,88,1,0,0,3,4,3,0,0,0,0,0
816,['org::eclipse::pde::internal::ui::editor::PDEDragAdapter ,3,1,0,0,0,4,0,0,2,67,36,16.75,58,50,14.5,9,17,2.25,55.1429,12.3667,3.79861,0.00847428,0.0176183,0.123344,0.0490134,7,1,1,6,66,0,6,0,179,12,7,3,0,0,5,49,39,0,0,0,0,0
817,['org::eclipse::pde::internal::core::TargetPlatformResetJob ,5,5,0,0,1,7,2,1,3,27,13,3.85714,22,13,3.14286,5,2,0.714286,72.5714,20.0317,7.93397,0.0282886,0.0469705,0.274432,0.130102,13,1,2,11,3,0,1,0,31,3,0,1,1,0,1,25,6,0,0,0,0,0
818,['org::eclipse::pde::internal::ui::editor::feature::FeatureInputContext ,3,3,0,0,0,14,0,0,7,63,22,4.5,59,32,4.21429,4,11,0.285714,227.429,114.15,10.1254,0.0098297,0.022639,0.260074,0.036103,13,4,1,12,45,0,1,3,93,10,51,0,2,0,2,42,15,2,0,1,0,0
819,['org::eclipse::pde::internal::ui::tests::macro::XMLDefaultHandler ,0,0,0,0,0,4,0,0,3,114,102,28.5,115,109,28.75,-1,6,-0.25,179,133.52,4.68802,0.0123106,0.0163329,0.13759,0.0373153,9,1,1,8,55,0,5,0,60,11,30,5,0,0,11,44,15,0,0,0,0,0
820,['org::eclipse::pde::internal::ui::editor::text::PluginXMLTextHover ,6,5,0,0,0,9,0,0,3,150,51,16.6667,112,63,12.4444,38,18,4.22222,106.286,28.0886,7.66405,0.0469141,0.0259251,0.224176,0.052152,20,2,2,18,45,0,1,0,125,10,11,1,8,0,2,80,48,0,0,0,0,0
821,['org::eclipse::pde::internal::ui::search::ClassSearchParticipant ,6,4,0,0,0,14,1,0,4,173,63,12.3571,220,110,15.7143,-47,10,-3.35714,151.429,51.9075,13.4531,0.0627962,0.0344321,0.361356,0.052727,20,1,0,20,91,0,13,0,188,14,6,13,10,0,4,99,66,3,0,1,0,0
822,['org::eclipse::pde::internal::core::feature::IdentifiableObject ,0,0,0,0,0,13,1,0,7,43,11,3.30769,29,5,2.23077,14,7,1.07692,335.286,101.947,7.6651,0.00326978,0.0172304,0.196109,0.0313991,11,3,8,3,10,3,2,6,23,5,39,1,0,0,3,14,7,0,0,0,0,0
823,['org::eclipse::pde::internal::ui::editor::text::PluginXMLConfiguration ,5,3,0,0,0,9,0,0,3,34,17,3.77778,25,16,2.77778,9,16,1,112.286,17.4034,8.70673,0.016626,0.0278744,0.250397,0.0525197,5,3,1,4,6,0,3,2,26,4,25,3,0,0,4,13,9,0,0,0,0,0
824,['org::eclipse::pde::internal::core::plugin::AbbreviatedFragmentModel ,1,1,0,0,0,2,0,0,2,8,8,4,9,9,4.5,-1,0,-0.5,96,59.8571,1.77712,0.00066209,0.00961856,0.0609203,0.0309529,1,9,0,1,1,0,2,4,8,2,176,2,0,0,2,4,2,0,0,0,0,0
825,['org::eclipse::pde::internal::ui::wizards::extension::NewExtensionPointWizard ,0,0,0,0,0,13,1,0,7,67,20,5.15385,44,8,3.38462,23,13,1.76923,335.286,126.104,7.72196,0.00415882,0.0177746,0.198359,0.0343746,4,2,1,3,6,1,5,0,21,4,8,5,0,0,4,11,5,0,0,0,0,0
826,['org::eclipse::pde::internal::ui::tests::macro::MacroInstruction ,0,0,0,0,0,2,0,0,2,36,36,18,36,36,18,0,0,0,179,143.143,1.77712,0.00280414,0.00961856,0.0609203,0.0309529,5,1,3,2,21,2,2,0,31,7,8,2,0,0,5,11,10,0,0,0,0,0
827,['org::eclipse::pde::internal::core::plugin::WorkspacePluginModelBase ,8,8,2,2,1,30,1,0,8,164,51,5.46667,161,69,5.36667,3,35,0.1,335.286,137.362,15.3538,0.0200703,0.0382883,0.406026,0.0676763,14,7,6,8,153,3,5,4,92,18,120,5,0,0,16,43,24,2,0,2,0,0
828,['org::eclipse::pde::internal::ui::wizards::plugin::NewFragmentProjectWizard ,3,3,0,0,0,19,0,0,7,174,85,9.15789,85,24,4.47368,89,76,4.68421,240.714,47.1034,11.5519,0.012874,0.0257375,0.295297,0.0444112,12,2,1,11,21,0,5,0,60,7,8,5,0,0,7,30,8,0,0,0,0,0
829,['org::eclipse::pde::internal::ui::editor::FormEntryAdapter ,1,1,1,0,0,10,0,0,5,52,15,5.2,32,6,3.2,20,11,2,227.429,82.8819,8.04434,0.00814252,0.0180291,0.205054,0.0343696,20,2,16,4,36,10,2,0,33,9,11,1,0,0,9,22,11,0,0,0,0,0
830,['org::eclipse::pde::internal::ui::editor::plugin::PluginInputContext ,2,1,0,0,0,20,0,0,7,118,25,5.9,107,33,5.35,11,12,0.55,227.429,75.0387,11.3948,0.0106076,0.0256043,0.292328,0.0433734,13,4,1,12,21,0,2,3,99,7,51,1,0,0,4,60,25,0,0,0,0,0
831,['org::eclipse::pde::internal::ui::correction::AppendSeperatorBuildEntryResolution ,1,1,0,0,0,4,2,1,2,11,10,2.75,5,4,1.25,6,10,1.5,130.857,11.9091,3.18664,0.00254719,0.0122967,0.0957854,0.0341758,3,3,1,2,3,0,0,7,13,3,14,0,0,0,2,6,3,0,0,0,0,0
832,['org::eclipse::pde::internal::core::target::EnvironmentInfo ,0,0,0,0,0,3,0,0,3,17,10,5.66667,8,8,2.66667,9,10,3,138.429,48.5882,3.19695,0.00236799,0.0118187,0.0949903,0.0312002,5,3,1,4,120,0,5,4,96,16,42,5,1,0,15,71,48,0,0,0,0,0
833,['org::eclipse::pde::internal::core::plugin::PluginObject ,6,6,1,0,0,47,1,1,8,294,36,6.25532,248,45,5.2766,46,20,0.978723,335.286,154.517,21.2841,0.0421467,0.0474154,0.550266,0.0594687,33,2,23,10,496,4,7,1,162,32,21,5,0,0,23,76,63,0,0,0,0,0
834,['org::eclipse::pde::internal::ui::util::AbstractOverlayIcon ,0,0,0,0,0,7,1,0,6,22,11,3.14286,14,5,2,8,6,1.14286,335.286,133.468,6.41569,0.00279004,0.0163241,0.169334,0.0343568,0,1,0,0,28,2,4,0,79,8,0,2,0,0,1,23,29,0,0,0,0,0
835,['org::eclipse::pde::internal::ui::tests::macro::ExpansionCommand ,0,0,0,0,0,4,0,0,3,22,11,5.5,15,10,3.75,7,6,1.75,183.857,108.636,4.68802,0.00638537,0.0163329,0.13759,0.0373153,3,4,1,2,21,0,1,2,36,7,35,0,1,0,3,19,12,0,0,0,0,0
836,['org::eclipse::pde::internal::ui::editor::product::IntroSection ,12,10,1,0,0,34,3,0,4,399,90,11.7353,393,71,11.5588,6,78,0.176471,158.286,45.0279,21.9232,0.123119,0.0543863,0.584304,0.0779874,24,3,1,23,105,0,5,0,194,15,21,5,10,0,5,115,41,1,0,0,0,0
837,['org::eclipse::pde::internal::ui::wizards::exports::ProductConfigurationSection ,2,2,0,0,0,13,1,0,4,581,254,44.6923,88,73,6.76923,493,254,37.9231,140,10.5815,7.57679,0.0796111,0.0332838,0.232433,0.100621,8,1,1,8,66,0,5,0,183,12,6,5,1,0,2,84,49,0,0,0,0,0
838,['org::eclipse::pde::internal::core::BinaryRepositoryProvider ,2,2,0,0,0,17,1,0,7,98,23,5.76471,94,51,5.52941,4,13,0.235294,302,130.593,16.9512,0.0184052,0.037431,0.43579,0.0512815,2,1,2,2,45,0,3,0,51,10,0,2,3,0,7,20,15,2,0,0,0,0
839,['org::eclipse::pde::internal::core::util::PatternConstructor ,0,0,0,0,0,5,0,0,4,36,19,7.2,26,16,5.2,10,15,2,192,71.6508,4.83769,0.00608071,0.0132199,0.129769,0.0310415,13,1,11,2,6,0,5,0,24,4,6,5,2,0,2,16,7,0,0,0,0,0
840,['org::eclipse::pde::internal::ui::editor::plugin::ManifestHyperlinkDetector ,3,1,0,0,0,16,0,0,4,192,47,12,164,48,10.25,28,40,1.75,118.143,19.2046,6.85931,0.0551981,0.0233313,0.200392,0.0496622,17,2,1,16,6,0,0,0,77,4,11,0,0,0,1,43,22,0,0,0,0,0
841,['org::eclipse::pde::internal::ui::views::plugins::PluginsView ,11,9,0,0,0,13,0,2,2,572,186,44,475,278,36.5385,97,72,7.46154,108.143,50.7845,12.2608,0.163597,0.0402415,0.355605,0.076696,44,1,15,30,820,0,28,0,739,41,1,28,29,0,7,284,139,1,0,0,0,0
842,['org::eclipse::pde::internal::ui::tests::macro::ModifyCommand ,0,0,0,0,0,5,0,0,3,22,9,4.4,16,6,3.2,6,5,1.2,183.857,78.2013,6.01575,0.00750328,0.0177997,0.167057,0.0373325,7,2,1,6,36,0,2,0,78,9,18,1,2,0,6,41,23,0,0,0,0,0
843,['org::eclipse::pde::internal::ui::nls::GetNonExternalizedStringsAction ,2,0,0,0,0,10,0,0,3,225,93,22.5,68,34,6.8,157,93,15.7,154,11.4775,7.20141,0.0251372,0.020533,0.197819,0.04215,7,1,1,6,10,0,1,0,33,5,6,1,0,0,5,17,7,0,0,0,0,0
844,['org::eclipse::pde::internal::ui::wizards::tools::OrganizeManifestsWizard ,5,1,0,0,0,9,0,0,4,36,10,4,46,24,5.11111,-10,10,-1.11111,135,43.4921,7.38898,0.0110074,0.0272732,0.219524,0.0697153,3,1,1,2,3,0,1,0,16,3,0,1,0,0,2,9,3,0,0,0,0,0
845,['org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSEditor ,5,2,0,0,0,9,0,0,3,62,22,6.88889,29,20,3.22222,33,22,3.66667,99.2857,19.9816,7.48725,0.0180878,0.0263439,0.221986,0.0542926,7,4,0,7,120,0,0,1,69,16,73,0,0,0,8,36,19,0,0,0,0,0
846,['org::eclipse::pde::internal::ui::templates::osgi::OSGiSimpleLogServiceTemplate ,2,0,0,0,0,2,0,1,2,16,16,8,25,25,12.5,-9,0,-4.5,95.5714,58.5714,1.56044,0.00681741,0.00803114,0.0525856,0.0247077,3,5,1,2,28,0,2,13,30,8,80,0,0,0,7,14,8,0,0,0,0,0
847,['org::eclipse::pde::internal::ui::editor::toc::TocInputContext ,1,1,0,0,0,8,0,0,3,356,126,44.5,131,106,16.375,225,126,28.125,61.1429,2.66132,4.33338,0.036912,0.0185353,0.13686,0.0475072,8,4,1,7,15,0,1,3,50,6,51,0,0,0,3,30,10,0,0,0,0,0
848,['org::eclipse::pde::internal::ui::editor::feature::SynchronizeVersionsWizard ,0,0,0,0,0,10,1,0,7,40,17,4,34,16,3.4,6,6,0.6,335.286,192.589,7.72196,0.00403033,0.0177746,0.198359,0.0343746,3,1,1,2,3,0,2,0,14,3,0,2,0,0,3,8,3,0,0,0,0,0
849,['org::eclipse::pde::internal::core::text::DocumentElementNode ,5,3,0,0,0,8,0,0,2,240,123,30,235,146,29.375,5,23,0.625,56.4286,11.6048,6.83452,0.0309707,0.0344104,0.227843,0.103915,51,2,41,10,2080,3,14,7,457,65,62,11,7,0,47,195,109,3,0,0,0,0
850,['org::eclipse::pde::internal::ui::templates::rcp::HelloRCPNewWizard ,2,0,0,0,0,2,0,1,2,2,2,1,2,2,1,0,0,0,95.5714,58.5714,1.56044,0.000665113,0.00803114,0.0525856,0.0247077,2,6,0,2,1,0,0,0,7,2,20,0,0,0,2,5,2,0,0,0,0,0
851,['org::eclipse::pde::internal::core::ClasspathHelper ,11,9,5,2,0,29,1,0,4,667,165,23,471,127,16.2414,196,117,6.75862,183,87.0685,21.0803,0.186623,0.0628759,0.582136,0.139766,28,1,4,24,45,0,1,0,277,10,6,1,8,0,2,181,85,0,0,0,0,0
852,['org::eclipse::pde::ui::launcher::EclipseApplicationLaunchConfiguration ,11,10,2,1,0,45,0,2,5,1358,384,30.1778,809,241,17.9778,549,384,12.2,156.571,16.6716,23.6268,0.274109,0.0760751,0.665848,0.164834,16,2,0,16,45,0,1,1,188,10,19,1,5,0,2,137,43,0,0,0,0,0
853,['org::eclipse::pde::internal::ui::parts::SharedPartWithButtons ,4,2,0,0,0,15,1,0,7,167,39,11.1333,136,43,9.06667,31,14,2.06667,335.286,196.612,13.5695,0.0339432,0.0346818,0.362785,0.0583595,40,2,39,2,66,2,3,0,71,12,12,2,0,0,5,34,25,0,0,0,0,0
854,['org::eclipse::pde::internal::ui::editor::text::AnnotationModelFactory ,1,1,0,0,0,5,1,0,3,5,2,1,6,2,1.2,-1,0,-0.2,151.429,55.8286,5.84059,0.00131365,0.0160157,0.15795,0.0344306,2,1,0,2,0,0,0,0,7,1,6,0,0,0,1,4,2,0,0,0,0,0
855,['org::eclipse::pde::internal::ui::search::dependencies::DependencyExtentOperation ,7,7,0,0,0,20,0,0,4,99,29,4.95,92,57,4.6,7,17,0.35,201.286,84.8211,15.769,0.0228038,0.0326852,0.398003,0.0440925,9,1,1,8,15,0,4,0,90,6,6,4,4,0,2,45,25,0,0,0,0,0
856,['org::eclipse::pde::internal::ui::wizards::toc::RegisterTocWizard ,1,0,0,0,0,2,0,0,2,13,13,6.5,16,16,8,-3,0,-1.5,53.1429,19,1.76682,0.000723311,0.0100966,0.0617154,0.0339284,3,1,1,2,10,0,2,0,27,5,0,2,1,0,4,13,5,0,0,0,0,0
857,['org::eclipse::ui::internal::views::log::LogViewLabelProvider ,6,2,1,1,0,8,0,0,1,113,34,14.125,87,32,10.875,26,23,3.25,49.4286,10.3603,6.62605,0.0664936,0.0595443,0.273093,0.16223,9,1,2,8,21,0,10,0,89,7,0,9,0,1,7,34,31,0,0,0,0,0
858,['org::eclipse::pde::core::plugin::ModelEntry ,4,3,1,0,0,7,0,0,3,127,87,18.1429,34,25,4.85714,93,87,13.2857,85.2857,11.5861,6.40904,0.0218543,0.0262141,0.197824,0.0674566,25,1,23,2,36,1,3,0,78,9,0,1,1,0,8,39,26,0,0,0,0,0
859,['org::eclipse::pde::internal::ui::search::dialogs::PluginArtifactSearchHandler ,1,0,0,0,0,3,0,0,2,15,12,5,14,7,4.66667,1,5,0.333333,39.5714,8.85714,2.79724,0.0081651,0.0167473,0.0993054,0.0581063,4,1,0,4,1,0,0,0,26,2,0,0,1,0,1,17,6,1,0,0,0,0
860,['org::eclipse::pde::internal::core::TargetWeaver ,3,2,2,1,0,4,0,0,3,14,14,3.5,87,39,21.75,-73,5,-18.25,20.2857,0.285714,2.57507,0.14763,0.0473877,0.154779,0.145018,10,1,3,7,6,0,3,0,76,4,6,3,0,0,3,37,23,0,0,0,0,0
861,['org::eclipse::pde::internal::ui::parts::PDESourceViewer ,1,0,0,0,0,2,0,0,2,30,30,15,43,43,21.5,-13,0,-6.5,60.1429,26,1.76682,0.00182075,0.0100966,0.0617154,0.0339284,11,1,4,7,66,0,6,0,139,12,6,6,4,0,8,52,28,0,0,0,0,0
862,['org::eclipse::pde::internal::ui::editor::plugin::ExtensionPointDetails ,6,4,0,0,0,26,0,0,9,264,72,10.1538,254,104,9.76923,10,28,0.384615,227.429,101.446,20.8861,0.0775691,0.0568496,0.558893,0.114071,14,3,0,14,136,0,8,0,272,17,14,8,4,0,13,82,38,1,0,1,0,0
863,['org::eclipse::pde::internal::ui::templates::ide::HelloWorldCmdNewWizard ,2,1,0,0,0,2,0,0,2,2,2,1,2,2,1,0,0,0,72.1429,35.1429,1.56044,0.000665113,0.00803114,0.0525856,0.0247077,2,6,0,2,3,0,0,0,10,3,20,0,0,0,3,6,3,0,0,0,0,0
864,['org::eclipse::pde::internal::ui::editor::plugin::LoopDialog ,3,3,0,0,0,13,0,0,6,79,19,6.07692,53,22,4.07692,26,9,2,227.429,129.101,12.9005,0.0502216,0.0630367,0.400366,0.180073,4,1,2,2,10,0,3,0,38,5,0,3,0,0,1,15,5,0,0,0,0,0
865,['org::eclipse::pde::internal::ui::editor::plugin::MissingResourcePage ,2,2,0,0,0,3,0,0,2,13,10,4.33333,7,7,2.33333,6,10,2,124.286,21.6813,2.8819,0.0032556,0.0118826,0.0886869,0.0341681,2,2,1,1,1,0,0,0,17,2,28,0,0,0,1,6,3,0,0,0,0,0
866,['org::eclipse::pde::internal::ui::editor::cheatsheet::simple::actions::SimpleCSRemoveSubStepAction ,3,2,0,0,0,4,0,0,2,82,55,20.5,33,22,8.25,49,50,12.25,105,14.7422,3.88096,0.0193376,0.0141637,0.115222,0.0352223,4,1,1,3,10,0,2,0,46,5,0,2,1,0,4,16,11,0,0,0,0,0
867,['org::eclipse::pde::internal::ui::wizards::exports::BaseExportWizardPage ,11,9,0,0,0,79,1,0,7,2331,256,29.5063,2386,453,30.2025,-55,132,-0.696202,297.571,88.0706,25.1599,0.369512,0.0475058,0.623979,0.0465193,17,2,9,10,406,2,6,0,199,29,3,1,1,0,4,126,53,2,0,0,0,0
868,['org::eclipse::pde::internal::ui::editor::site::CategoryDetailsSection ,2,0,0,0,0,10,0,0,4,106,55,10.6,138,53,13.8,-32,4,-3.2,194.571,49.8814,11.7472,0.0265659,0.0271614,0.304492,0.0432682,14,3,0,14,136,0,7,0,217,17,21,7,7,0,10,104,49,0,0,0,0,0
869,['org::eclipse::pde::internal::ui::wizards::imports::FeatureImportOperation ,5,5,1,1,0,23,2,0,9,263,59,11.4348,235,92,10.2174,28,45,1.21739,299.429,122.481,17.6967,0.0449949,0.038232,0.452861,0.04899,18,1,2,16,36,0,5,0,176,9,6,5,7,0,2,98,35,0,0,0,0,0
870,['org::eclipse::pde::internal::ui::editor::schema::DocSection ,7,5,2,1,1,42,3,0,9,785,242,18.6905,837,212,19.9286,-52,30,-1.2381,335.286,86.4495,17.6161,0.0633596,0.0497929,0.478782,0.103828,17,3,1,16,190,0,7,0,239,20,21,7,7,0,12,123,54,0,0,0,0,0
871,['org::eclipse::pde::internal::ui::editor::OpenManifestAction ,5,4,1,0,0,9,0,0,2,42,14,4.66667,40,28,4.44444,2,14,0.222222,128.143,50.9252,10.3507,0.0159993,0.0309332,0.291224,0.0552006,3,1,0,3,10,0,1,0,53,5,6,1,0,0,5,19,12,0,0,0,0,0
872,['org::eclipse::pde::internal::core::plugin::IdentifiablePluginObject ,3,3,0,0,0,13,1,0,8,61,23,4.69231,41,19,3.15385,20,13,1.53846,335.286,207.827,12.0774,0.0309584,0.0328115,0.329447,0.0550302,6,3,3,3,10,3,2,4,22,5,55,1,0,0,5,12,7,0,0,0,0,0
873,['org::eclipse::pde::internal::ui::editor::feature::URLSection ,2,2,1,0,1,18,1,0,6,515,266,28.6111,485,289,26.9444,30,83,1.66667,335.286,117.004,5.52957,0.0660646,0.014162,0.144814,0.0339688,23,5,1,22,171,0,4,2,236,19,72,4,4,0,9,128,37,0,0,0,0,0
874,['org::eclipse::pde::internal::ui::search::dependencies::AddNewDependenciesOperation ,8,8,0,0,0,14,0,0,3,172,85,12.2857,205,138,14.6429,-33,22,-2.35714,128.429,57.289,10.135,0.0414506,0.0276096,0.277599,0.0436375,27,1,2,25,153,2,3,0,329,18,0,1,4,0,2,209,93,1,0,0,0,0
875,['org::eclipse::pde::internal::ui::editor::cheatsheet::simple::actions::SimpleCSRemoveStepAction ,6,5,0,0,0,4,0,0,2,40,34,10,10,8,2.5,30,33,7.5,105,13.6643,3.18172,0.0114499,0.0128443,0.0976115,0.0348366,3,1,1,2,10,0,2,0,38,5,0,2,1,0,4,11,8,0,0,0,0,0
876,['org::eclipse::pde::internal::ui::search::dependencies::CalculateUsesOperation ,2,2,0,0,0,5,0,1,2,41,31,8.2,54,52,10.8,-13,6,-2.6,84,38.3798,4.80854,0.00427487,0.0177362,0.144244,0.0403242,10,1,2,8,45,0,2,0,151,10,0,2,0,0,1,80,38,0,0,0,0,0
877,['org::eclipse::pde::internal::ui::launcher::OSGiMigrationDelegate ,2,2,2,0,0,3,0,0,2,19,17,6.33333,23,20,7.66667,-4,0,-1.33333,71.5714,6.2406,3.22666,0.00917235,0.0142055,0.1026,0.0385521,3,2,0,3,1,0,0,0,19,2,8,0,0,0,2,18,7,0,0,0,0,0
878,['org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpCommandDetails ,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,0,0,0,0,0,4,4,1,3,28,0,3,0,54,8,34,3,0,0,6,25,11,0,0,0,0,0
879,['org::eclipse::pde::internal::ui::ShowErrorInStackTraceConsoleAction ,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.42857,0,0,0,0,0,0,2,1,0,2,3,0,2,0,24,3,6,2,0,0,3,10,9,0,0,0,0,0
880,['org::eclipse::pde::internal::ui::editor::AbstractFoldingStructureProvider ,1,1,0,0,0,5,0,0,2,199,93,39.8,19,18,3.8,180,93,36,122.429,5.79756,5.51129,0.0783366,0.0164957,0.153718,0.0351456,2,2,0,2,21,3,2,0,53,7,10,2,1,0,6,33,14,0,0,0,0,0
881,['org::eclipse::pde::internal::ui::wizards::WizardElement ,0,0,0,0,0,18,1,0,7,227,103,12.6111,163,90,9.05556,64,30,3.55556,335.286,119.741,7.72707,0.0039873,0.0182666,0.200465,0.0345265,17,3,14,3,91,0,10,1,103,14,19,3,2,0,12,42,32,0,0,0,0,0
882,['org::eclipse::pde::internal::ui::editor::text::ArgumentRule ,0,0,0,0,0,2,0,0,2,3,3,1.5,8,8,4,-5,0,-2.5,147.571,113.429,1.76682,0.000274359,0.0100966,0.0617154,0.0339284,2,1,1,1,3,0,1,0,16,3,0,1,0,0,1,7,4,0,0,0,0,0
883,['org::eclipse::pde::internal::ui::correction::RemoveLazyLoadingDirectiveResolution ,2,0,0,0,0,2,1,0,2,5,5,2.5,9,9,4.5,-4,0,-2,36,3,1.76682,0.000349185,0.0100966,0.0617154,0.0339284,2,3,0,2,3,0,1,5,10,3,14,1,0,0,2,5,3,0,0,0,0,0
884,['org::eclipse::pde::internal::ui::views::dependencies::HistoryListDialog ,3,3,0,0,0,6,0,1,2,38,34,6.33333,64,60,10.6667,-26,0,-4.33333,108.143,68.5188,7.696,0.00493297,0.0241109,0.219763,0.0446766,5,1,1,4,36,0,5,0,140,9,0,5,3,0,4,36,14,0,0,0,0,0
885,['org::eclipse::pde::internal::ui::tests::macro::RecordAction ,0,0,0,0,0,4,0,0,3,6,3,1.5,10,4,2.5,-4,0,-1,183.857,133,4.68802,0.00460385,0.0163329,0.13759,0.0373153,3,1,0,3,28,0,1,2,31,8,9,1,0,0,8,24,9,0,0,0,0,0
886,['org::eclipse::pde::internal::ui::tests::macro::CommandTarget ,0,0,0,0,0,4,0,0,3,10,5,2.5,7,3,1.75,3,2,0.75,183.857,119.6,4.68802,0.0046428,0.0163329,0.13759,0.0373153,10,1,9,1,10,3,2,0,21,5,6,2,0,0,5,9,7,0,0,0,0,0
887,['org::eclipse::pde::internal::ui::search::PreviewReferenceAction ,0,0,0,0,0,8,1,0,6,40,13,5,35,20,4.375,5,10,0.625,294,95.9214,6.41569,0.00371068,0.0163241,0.169334,0.0343568,3,1,1,2,6,0,2,0,21,4,6,2,0,0,4,10,7,0,0,0,0,0
888,['org::eclipse::pde::internal::ui::editor::target::ContentPage ,3,1,0,0,0,5,0,0,3,23,10,4.6,11,10,2.2,12,10,2.4,85.4286,29.4472,6.21176,0.00809812,0.0238409,0.189499,0.0536155,5,2,1,4,6,0,1,0,22,4,28,0,1,0,1,13,4,0,0,0,0,0
889,['org::eclipse::pde::internal::ui::wizards::extension::BaseExtensionPointMainPage ,16,16,2,1,2,54,2,0,10,1084,181,20.0741,901,140,16.6852,183,124,3.38889,335.286,140.557,25.4544,0.260607,0.0626625,0.663793,0.113747,23,1,2,21,210,2,12,0,385,21,0,0,7,0,6,126,49,0,0,0,0,0
890,['org::eclipse::pde::internal::ui::wizards::exports::JNLPTab ,1,1,0,0,0,7,0,0,3,309,137,44.1429,42,37,6,267,137,38.1429,140,9.98104,5.93615,0.0366829,0.0162593,0.160634,0.0344716,1,1,1,0,45,0,9,0,85,10,6,9,2,0,2,28,15,0,0,0,0,0
891,['org::eclipse::pde::internal::core::plugin::WorkspaceExtensionsModel ,4,4,0,0,0,25,1,0,8,152,49,6.08,179,67,7.16,-27,24,-1.08,258.857,78.625,13.5775,0.0187758,0.0311606,0.35167,0.0483466,10,7,3,7,171,0,5,3,82,19,92,5,0,0,16,41,23,1,0,1,0,0
